separation_lambda_over_D,coupling_efficiency
5.125,0.000955194248921896
5.13,0.000969054945455532
5.135,0.00098305438827864
5.14,0.000997190168340317
5.145,0.0010114597904572
5.15,0.00102586067349049
5.155,0.00104039015060403
5.16,0.0010550454695944
5.165,0.00106982379329843
5.17,0.00108472220007778
5.175,0.00109973768437624
5.18,0.0011148671573522
5.185,0.00113010744758565
5.19,0.00114545530185825
5.195,0.0011609073860054
5.2,0.00117646028584072
5.205,0.00119211050815072
5.21,0.00120785448176251
5.215,0.00122368855867531
5.22,0.00123960901526719
5.225,0.00125561205356264
5.23,0.00127169380257157
5.235,0.00128785031969039
5.24,0.00130407759216821
5.245,0.00132037153863619
5.25,0.00133672801069819
5.255,0.00135314279458129
5.26,0.00136961161284618
5.265,0.00138613012615535
5.27,0.00140269393509702
5.275,0.00141929858206344
5.28,0.00143593955318358
5.285,0.00145261228030723
5.29,0.00146931214303956
5.295,0.00148603447082513
5.3,0.00150277454507594
5.305,0.00151952760134943
5.31,0.00153628883156699
5.315,0.00155305338627567
5.32,0.00156981637695087
5.325,0.00158657287833533
5.33,0.00160331793081858
5.335,0.00162004654284794
5.34,0.00163675369337456
5.345,0.00165343433433073
5.35,0.00167008339313478
5.355,0.00168669577522708
5.36,0.00170326636662918
5.365,0.00171979003652525
5.37,0.00173626163987076
5.375,0.00175267602001506
5.38,0.00176902801134444
5.385,0.00178531244194379
5.39,0.00180152413626809
5.395,0.00181765791782757
5.4,0.0018337086118823
5.405,0.00184967104814861
5.41,0.00186554006350704
5.415,0.00188131050471449
5.42,0.0018969772311235
5.425,0.0019125351173972
5.43,0.0019279790562225
5.435,0.00194330396102386
5.44,0.00195850476866648
5.445,0.00197357644215434
5.45,0.00198851397331941
