separation_lambda_over_D,coupling_efficiency
5.455,0.00200331238549733
5.46,0.00201796673619099
5.465,0.00203247211972004
5.47,0.00204682366985064
5.475,0.00206101656240858
5.48,0.00207504601786895
5.485,0.00208890730392846
5.49,0.00210259573804563
5.495,0.00211610668996461
5.5,0.00212943558419766
5.505,0.00214257790249411
5.51,0.00215552918626349
5.515,0.00216828503897572
5.52,0.00218084112852055
5.525,0.00219319318953382
5.53,0.00220533702568461
5.535,0.00221726851192413
5.54,0.00222898359669203
5.545,0.0022404783040811
5.55,0.0022517487359594
5.555,0.00226279107404405
5.56,0.0022736015819306
5.565,0.00228417660707638
5.57,0.00229451258272822
5.575,0.00230460602980657
5.58,0.00231445355873337
5.585,0.0023240518712085
5.59,0.00233339776193296
5.595,0.00234248812027423
5.6,0.00235131993187932
5.605,0.00235989028022542
5.61,0.00236819634811763
5.615,0.00237623541912465
5.62,0.00238400487895197
5.625,0.00239150221676176
5.63,0.00239872502642398
5.635,0.002405671007706
5.64,0.00241233796740519
5.645,0.00241872382040673
5.65,0.00242482659068971
5.655,0.00243064441225978
5.66,0.00243617553001903
5.665,0.00244141830057028
5.67,0.0024463711929539
5.675,0.00245103278932063
5.68,0.00245540178553388
5.685,0.00245947699170923
5.69,0.00246325733268334
5.695,0.00246674184841558
5.7,0.00246992969432109
5.705,0.00247282014154332
5.71,0.00247541257714693
5.715,0.00247770650425436
5.72,0.00247970154210715
5.725,0.00248139742606262
5.73,0.00248279400752615
5.735,0.00248389125380848
5.74,0.00248468924792546
5.745,0.00248518818832812
5.75,0.00248538838855919
5.755,0.00248529027685868
5.76,0.00248489439569054
5.765,0.00248420140121134
5.77,0.00248321206267624
5.775,0.00248192726177356
5.78,0.00248034799190758
5.785,0.00247847535740996
5.79,0.00247631057269201
5.795,0.00247385496133787
5.8,0.00247110995514033
5.805,0.0024680770930672
5.81,0.00246475802018263
5.815,0.00246115448650141
5.82,0.00245726834579222
5.825,0.00245310155431994
5.83,0.00244865616954221
5.835,0.00244393434874584
5.84,0.00243893834763173
5.845,0.00243367051884902
5.85,0.00242813331048484
5.855,0.00242232926449768
5.86,0.00241626101510607
5.865,0.00240993128713495
5.87,0.00240334289430824
5.875,0.00239649873750726
5.88,0.00238940180298303
5.885,0.00238205516052556
5.89,0.00237446196159632
5.895,0.00236662543742248
5.9,0.00235854889705155
5.905,0.00235023572537736
5.91,0.00234168938112463
5.915,0.00233291339480441
5.92,0.00232391136664231
5.925,0.0023146869644705
5.93,0.00230524392159734
5.935,0.0022955860346511
5.94,0.00228571716139403
5.945,0.00227564121851873
5.95,0.00226536217941973
5.955,0.00225488407194881
5.96,0.00224421097614645
5.965,0.00223334702196451
5.97,0.00222229638696504
5.975,0.00221106329401286
5.98,0.00219965200895419
5.985,0.00218806683828208
5.99,0.00217631212679774
5.995,0.00216439225526246
6,0.00215231163804812
6.005,0.00214007472077354
6.01,0.00212768597795611
6.015,0.00211514991064312
6.02,0.00210247104406218
6.025,0.00208965392526245
6.03,0.00207670312076408
6.035,0.00206362321421643
6.04,0.0020504188040583
6.045,0.00203709450119113
6.05,0.00202365492666313
6.055,0.0020101047093625
6.06,0.00199644848372521
6.065,0.00198269088746083
6.07,0.00196883655929089
6.075,0.00195489013670734
6.08,0.0019408562537525
6.085,0.00192673953881356
6.09,0.00191254461244786
6.095,0.00189827608522562
6.1,0.00188393855559683
6.105,0.00186953660779331
6.11,0.0018550748097462
6.115,0.00184055771104256
6.12,0.00182598984090657
6.125,0.0018113757062131
6.13,0.0017967197895358
6.135,0.0017820265472267
6.14,0.00176730040753073
6.145,0.00175254576873813
6.15,0.00173776699737227
6.155,0.00172296842641578
6.16,0.00170815435357571
6.165,0.00169332903958932
6.17,0.0016784967065705
6.175,0.0016636615363977
6.18,0.00164882766914561
6.185,0.00163399920155823
6.19,0.00161918018556876
6.195,0.001604374626864
6.2,0.00158958648349371
6.205,0.00157481966452611
6.21,0.00156007802875372
6.215,0.00154536538344154
6.22,0.00153068548312936
6.225,0.00151604202847905
6.23,0.00150143866517228
6.235,0.00148687898285876
6.24,0.00147236651415382
6.245,0.00145790473368655
6.25,0.00144349705719957
6.255,0.00142914684069988
6.26,0.00141485737966038
6.265,0.00140063190827375
6.27,0.00138647359875786
6.275,0.00137238556071407
6.28,0.00135837084053633
6.285,0.00134443242087224
6.29,0.00133057322013885
6.295,0.00131679609208697
6.3,0.00130310382541924
6.305,0.00128949914346199
6.31,0.00127598470388468
6.315,0.00126256309847549
6.32,0.00124923685296434
6.325,0.00123600842689983
6.33,0.00122288021357631
6.335,0.00120985454001011
6.34,0.00119693366696779
6.345,0.00118411978904361
6.35,0.00117141503478488
6.355,0.00115882146686843
6.36,0.00114634108232271
6.365,0.0011339758128011
6.37,0.0011217275248978
6.375,0.00110959802051495
6.38,0.00109758903727201
6.385,0.0010857022489626
6.39,0.00107393926605481
6.395,0.00106230163623478
6.4,0.00105079084499506
6.405,0.00103940831626277
6.41,0.00102815541307073
6.415,0.00101703343826882
6.42,0.00100604363527357
6.425,0.000995187188859113
6.43,0.000984465225982354
6.435,0.000973878816647382
6.44,0.000963428974805459
6.445,0.000953116659287811
6.45,0.000942942774774536
6.455,0.000932908172793968
6.46,0.000923013652755686
6.465,0.000913259963011185
6.47,0.000903647801946864
6.475,0.00089417781910334
6.48,0.000884850616321854
6.485,0.000875666748916432
6.49,0.000866626726871909
6.495,0.000857731016063471
6.5,0.000848980039500553
6.505,0.000840374178588822
6.51,0.000831913774415455
6.515,0.000823599129049238
6.52,0.000815430506861102
6.525,0.000807408135858199
6.53,0.000799532209033259
6.535,0.000791802885728665
6.54,0.000784220293010964
6.545,0.000776784527056299
6.55,0.000769495654546356
6.555,0.000762353714071525
6.56,0.000755358717541024
6.565,0.000748510651599343
6.57,0.000741809479046557
6.575,0.000735255140259571
6.58,0.000728847554620153
6.585,0.000722586621937172
6.59,0.000716472223872106
6.595,0.000710504225360992
6.6,0.000704682476032537
6.605,0.000699006811621616
6.61,0.000693477055377801
6.615,0.000688093019464828
6.62,0.000682854506352607
6.625,0.000677761310199167
6.63,0.00067281321822262
6.635,0.000668010012057841
6.64,0.000663351469103992
6.645,0.000658837363853951
6.65,0.000654467469209784
6.655,0.000650241557780849
6.66,0.000646159403163535
6.665,0.000642220781202749
6.67,0.000638425471231546
6.675,0.000634773257291462
6.68,0.000631263929328778
6.685,0.00062789728436755
6.69,0.000624673127660359
6.695,0.000621591273809631
6.7,0.000618651547866373
6.705,0.000615853786399623
6.71,0.000613197838537994
6.715,0.000610683566981672
6.72,0.000608310848985896
6.725,0.000606079577311482
6.73,0.000603989661145277
6.735,0.00060204102698726
6.74,0.000600233619505348
6.745,0.00059856740235482
6.75,0.000597042358964194
6.755,0.000595658493286648
6.76,0.000594415830512331
6.765,0.000593314417747913
6.77,0.000592354324656253
6.775,0.000591535644060282
6.78,0.000590858492506659
6.785,0.000590323010792573
6.79,0.000589929364452512
6.795,0.000589677744205834
6.8,0.000589568366364173
6.805,0.000589601473198516
6.81,0.000589777333265299
6.815,0.000590096241693729
6.82,0.000590558520428237
6.825,0.000591164518433346
6.83,0.00059191461185421
6.835,0.000592809204137375
6.84,0.000593848726108479
6.845,0.000595033636008972
6.85,0.000596364419489751
6.855,0.000597841589564473
6.86,0.00059946568651902
6.865,0.000601237277781537
6.87,0.000603156957747495
6.875,0.000605225347566695
6.88,0.000607443094885468
6.885,0.000609810873550174
6.89,0.000612329383267583
6.895,0.000614999349226228
6.9,0.000617821521675639
6.905,0.000620796675466506
6.91,0.000623925609550325
6.915,0.000627209146439958
6.92,0.000630648131630425
6.925,0.000634243432982729
6.93,0.000637995940066768
6.935,0.000641906563470023
6.94,0.000645976234066369
6.945,0.00065020590224923
6.95,0.000654596537130397
6.955,0.000659149125699963
6.96,0.000663864671956221
6.965,0.000668744195997337
6.97,0.000673788733082803
6.975,0.000678999332660581
6.98,0.000684377057362904
6.985,0.000689922981972896
6.99,0.000695638192357562
6.995,0.000701523784374767
7,0.000707580862749551
7.005,0.000713787707645055
7.01,0.000720159021294266
7.015,0.000726697932383394
7.02,0.000733406310859079
7.025,0.000740286509418042
7.03,0.000747340260673659
7.035,0.000754568773718081
7.04,0.000761973710120735
7.045,0.00076955625074694
7.05,0.000777317579918947
7.055,0.000785259250394054
7.06,0.000793382401628517
7.065,0.000801688168230835
7.07,0.00081017798326619
7.075,0.000818852642059677
7.08,0.000827713517613505
7.085,0.000836761669175949
7.09,0.000845998141700998
7.095,0.000855423964227706
7.1,0.000865040148250419
7.105,0.000874847686077448
7.11,0.00088484771015595
7.115,0.000895040993971932
7.12,0.000905428592945959
7.125,0.000916011261466983
7.13,0.000926789972081603
7.135,0.000937765541326651
7.14,0.000948938679667694
7.145,0.000960310227240187
7.15,0.000971880905541414
7.155,0.000983651401356818
7.16,0.000995622365246022
7.165,0.00100779441003739
7.17,0.00102016810933226
7.175,0.00103274399185874
7.18,0.00104552254407903
7.185,0.00105850421326151
7.19,0.0010716894015951
7.195,0.00108507842380667
7.2,0.00109867162104714
7.205,0.00111246919563188
7.21,0.00112647140485457
7.215,0.00114067840499655
7.22,0.00115509022005375
7.225,0.00116970688644804
7.23,0.00118452847510234
7.235,0.00119955482487038
7.24,0.00121478590438126
7.245,0.00123022142342481
7.25,0.00124586112969285
7.255,0.00126170482679629
7.26,0.00127775202517744
7.265,0.00129400228555973
7.27,0.00131045510426488
7.275,0.00132710991221075
7.28,0.00134396621090027
7.285,0.00136102316323103
7.29,0.0013782799980868
7.295,0.0013957358752661
7.3,0.00141338988464978
7.305,0.00143124104540603
7.31,0.00144928830523504
7.315,0.00146753053964751
7.32,0.00148596655128706
7.325,0.00150459506928975
7.33,0.00152341474868287
7.335,0.0015424241698286
7.34,0.00156162183790502
7.345,0.00158100618243267
7.35,0.00160057555684102
7.355,0.00162032823808043
7.36,0.00164026226311121
7.365,0.00166037591799001
7.37,0.00168066724848351
7.375,0.00170113422276144
7.38,0.0017217747312338
7.385,0.00174258658642619
7.39,0.00176356736180009
7.395,0.00178471487582397
7.4,0.001806026707252
7.405,0.00182750035693137
7.41,0.00184913309086986
7.415,0.0018709224128402
7.42,0.00189286559095107
7.425,0.00191495966314327
7.43,0.00193720189812148
7.435,0.00195958933350415
7.44,0.00198211878299633
7.445,0.00200478728214518
7.45,0.00202759164159123
7.455,0.00205052845584078
7.46,0.0020735945305126
7.465,0.00209678631655026
7.47,0.00212010046959565
7.475,0.00214353330008492
7.48,0.00216708131615016
7.485,0.00219074081960329
7.49,0.0022145079179197
7.495,0.00223837890203732
7.5,0.00226234974809125
7.505,0.002286416607299
7.51,0.00231057532868934
7.515,0.00233482192753701
7.52,0.00235915213032162
7.525,0.00238356182051621
7.53,0.00240804660691515
7.535,0.00243260214533149
7.54,0.0024572241315311
7.545,0.00248190800611533
7.55,0.00250664934494328
7.555,0.0025314434843802
7.56,0.00255628588572326
7.565,0.00258117178697396
7.57,0.00260609646190863
7.575,0.00263105521214827
7.58,0.00265604313826695
7.585,0.00268105537247891
7.59,0.00270608707047156
7.595,0.0027311332100284
7.6,0.00275618879641689
7.605,0.0027812488540862
7.61,0.00280630825343384
7.615,0.00283136188822266
7.62,0.00285640466723296
7.625,0.00288143136957506
7.63,0.00290643679370076
7.635,0.00293141574908666
7.64,0.00295636294027678
7.645,0.00298127308726446
7.65,0.00300614088773281
7.655,0.00303096104629975
7.66,0.00305572819411591
7.665,0.00308043697377144
7.67,0.00310508201348146
7.675,0.00312965794474615
7.68,0.00315415935708697
7.685,0.00317858084782314
7.69,0.0032029170080741
7.695,0.00322716242913134
7.7,0.0032513116914104
7.705,0.00327535937994858
7.71,0.00329930008192377
7.715,0.00332312838876113
7.72,0.00334683889823646
7.725,0.0033704262058144
7.73,0.0033938849391496
7.735,0.00341720972781696
7.74,0.0034403952162038
7.745,0.00346343606561916
7.75,0.00348632695640717
7.755,0.00350906259005697
7.76,0.00353163766482862
7.765,0.00355404695772544
7.77,0.00357628524632887
7.775,0.00359834733773291
7.78,0.00362022807062546
7.785,0.00364192231733873
7.79,0.00366342498591065
7.795,0.00368473102211342
7.8,0.00370583541148524
7.805,0.00372673318133178
7.81,0.00374741935836193
7.815,0.0037678891048765
7.82,0.00378813758545478
7.825,0.00380816001431081
7.83,0.00382795165720415
7.835,0.00384750783334457
7.84,0.00386682391725448
7.845,0.00388589534062633
7.85,0.00390471759414241
7.855,0.0039232862292775
7.86,0.00394159686007003
7.865,0.00395964516486958
7.87,0.0039774268880502
7.875,0.00399493784170171
7.88,0.00401217390728747
7.885,0.00402913103726889
7.89,0.00404580525670157
7.895,0.00406219266479622
7.9,0.00407828943644918
7.905,0.00409409182373487
7.91,0.00410959615736546
7.915,0.00412479884811325
7.92,0.00413969638820007
7.925,0.00415428535264392
7.93,0.0041685624005692
7.935,0.00418252427648493
7.94,0.00419616781151251
7.945,0.00420948992458331
7.95,0.00422248762358816
7.955,0.00423515806890599
7.96,0.00424749838384822
7.965,0.00425950584962402
7.97,0.00427117784060486
7.975,0.00428251182526612
7.98,0.00429350536708798
7.985,0.00430415612541169
7.99,0.00431446185625134
7.995,0.00432442041306037
8,0.00433402974745682
8.005,0.00434328790989669
8.01,0.00435219310698601
8.015,0.00436074352785004
8.02,0.00436893752301475
8.025,0.00437677354410022
8.03,0.00438425014427189
8.035,0.00439136597864212
8.04,0.00439811980462359
8.045,0.00440451048224195
8.05,0.0044105370231286
8.055,0.00441619843983897
8.06,0.00442149390156887
8.065,0.00442642268090079
8.07,0.00443098415387775
8.075,0.00443517780003464
8.08,0.00443900320237796
8.085,0.00444246008672443
8.09,0.00444554819831108
8.095,0.00444826742997708
8.1,0.00445061777751118
8.105,0.00445259933941531
8.11,0.00445421234858064
8.115,0.00445545707069929
8.12,0.00445633391045343
8.125,0.00445684337380213
8.13,0.0044569860675275
8.135,0.0044567627222987
8.14,0.00445617411583006
8.145,0.00445522115410262
8.15,0.00445390484162122
8.155,0.00445222628073453
8.16,0.00445018668521195
8.165,0.00444778733087659
8.17,0.00444502960912357
8.175,0.00444191500606856
8.18,0.0044384451084804
8.185,0.00443462157662552
8.19,0.0044304461753807
8.195,0.00442592076060686
8.2,0.00442104727699575
8.205,0.00441582775448304
8.21,0.00441026431559689
8.215,0.00440435916954277
8.22,0.00439811460156627
8.225,0.00439153299415603
8.23,0.00438461680942435
8.235,0.00437736859130565
8.24,0.00436979094612213
8.245,0.00436188658965122
8.25,0.00435365830344913
8.255,0.00434510894555845
8.26,0.00433624142199044
8.265,0.00432705876058178
8.27,0.00431756404034075
8.275,0.00430776037771698
8.28,0.00429765101887794
8.285,0.00428723925050094
8.29,0.00427652838586384
8.295,0.00426552187586955
8.3,0.00425422320096233
8.305,0.00424263590297005
8.31,0.00423076353445051
8.315,0.00421860979814373
8.32,0.00420617841028305
8.325,0.00419347308640902
8.33,0.00418049770016865
8.335,0.00416725612716529
8.34,0.00415375223071182
8.345,0.00413999004014475
8.35,0.00412597357503869
8.355,0.00411170683096449
8.36,0.00409719397739092
8.365,0.00408243916219907
8.37,0.00406744649745721
8.375,0.00405222027697403
8.38,0.00403676468266142
8.385,0.00402108408138704
8.39,0.0040051827995636
8.395,0.00398906510902111
8.4,0.00397273547431501
8.405,0.00395619830759569
8.41,0.00393945795460002
8.415,0.00392251896149867
8.42,0.00390538581014174
8.425,0.00388806290420627
8.43,0.00387055485544184
8.435,0.0038528660983266
8.44,0.00383500127852368
8.445,0.00381696495868295
8.45,0.00379876160490031
8.455,0.00378039590196953
8.46,0.00376187232940463
8.465,0.00374319558848926
8.47,0.00372437027915966
8.475,0.00370540088686325
8.48,0.00368629212619519
8.485,0.00366704847916667
8.49,0.00364767465995716
8.495,0.00362817526359812
8.5,0.00360855475329838
8.505,0.0035888178316615
8.51,0.00356896894233263
8.515,0.00354901277131585
8.52,0.00352895373647625
8.525,0.00350879650099233
8.53,0.00348854558568114
8.535,0.0034682053570831
8.54,0.00344778043406109
8.545,0.00342727514255092
8.55,0.00340669406370523
8.555,0.00338604147722572
8.56,0.00336532192091182
8.565,0.00334453962278291
8.57,0.00332369907182777
8.575,0.00330280443913571
8.58,0.00328186015962234
8.585,0.0032608704935363
8.59,0.00323983951593608
8.595,0.00321877157234205
8.6,0.00319767066867163
8.605,0.00317654108409403
8.61,0.00315538675086957
8.615,0.00313421187728411
8.62,0.00311302031765223
8.625,0.00309181620506707
8.63,0.00307060331183033
8.635,0.00304938569176227
8.64,0.0030281670313198
8.645,0.00300695130119906
8.65,0.00298574209841096
8.655,0.00296454330690759
8.66,0.00294335843089395
8.665,0.00292219126419686
8.67,0.00290104521508994
8.675,0.00287992398412965
8.68,0.00285883088077438
8.685,0.00283776950940677
8.69,0.0028167430780265
8.695,0.00279575509217475
8.7,0.00277480865599144
8.705,0.00275390717374876
8.71,0.00273305364356614
8.715,0.00271225136625767
8.72,0.00269150323200105
8.725,0.00267081243620115
8.73,0.00265018175940714
8.735,0.0026296142898999
8.74,0.00260911269715326
8.745,0.00258867977698197
8.75,0.00256831845348764
8.755,0.00254803122816942
8.76,0.00252782091475324
8.765,0.00250768990102141
8.77,0.00248764088941101
8.775,0.00246767615333243
8.78,0.0024477982832445
8.785,0.00242800943775059
8.79,0.00240831209485257
8.795,0.00238870829812796
8.8,0.0023692002227247
8.805,0.00234979017686352
8.81,0.00233048003233784
8.815,0.00231127198465457
8.82,0.00229216779089369
8.825,0.00227316953408088
8.83,0.00225427885706135
8.835,0.00223549753792543
8.84,0.00221682749124892
8.845,0.0021982701904587
8.85,0.00217982743907458
8.855,0.00216150059824524
8.86,0.00214329116705619
8.865,0.00212520078358635
8.87,0.00210723064324994
8.875,0.00208938227556443
8.88,0.00207165676666048
8.885,0.00205405553875422
8.89,0.00203657957016171
8.895,0.0020192299813842
8.9,0.00200200803589912
8.905,0.00198491455386414
8.91,0.00196795049920759
8.915,0.00195111698032968
8.92,0.0019344146632046
8.925,0.00191784455536237
8.93,0.00190140722207485
8.935,0.00188510337541751
8.94,0.00186893387480401
8.945,0.00185289913878515
8.95,0.00183699993083077
8.955,0.00182123657410386
8.96,0.00180560954161495
8.965,0.00179011945658178
8.97,0.00177476650376125
8.975,0.00175955101941727
8.98,0.00174447349159354
8.985,0.00172953397193755
8.99,0.00171473266525568
8.995,0.00170006992970127
9,0.00168554568929328
9.005,0.0016711602187902
9.01,0.00165691336003481
9.015,0.00164280511093517
9.02,0.00162883562548547
9.025,0.00161500462734319
9.03,0.00160131199779217
9.035,0.00158775777568066
9.04,0.00157434157224007
9.045,0.00156106315784147
9.05,0.00154792246185419
9.055,0.00153491898887072
9.06,0.00152205240408039
9.065,0.00150932253304801
9.07,0.00149672877950512
9.075,0.00148427070917043
9.08,0.00147194804944891
9.085,0.00145976010894261
9.09,0.0014477063595541
9.095,0.00143578643611209
9.1,0.00142399955773611
9.105,0.00141234510807942
9.11,0.00140082244260221
9.115,0.00138943108113551
9.12,0.00137817013216579
9.125,0.00136703887013154
9.13,0.00135603673489638
9.135,0.00134516275813979
9.14,0.00133441613852239
9.145,0.00132379624108479
9.15,0.00131330202586435
9.155,0.00130293262080335
9.16,0.00129268713136566
9.165,0.00128256483047915
9.17,0.00127256459038836
9.175,0.00126268545226805
9.18,0.00125292662548529
9.185,0.00124328692187288
9.19,0.00123376532287799
9.195,0.00122436079101442
9.2,0.00121507245778368
9.205,0.00120589906134236
9.21,0.0011968395101855
9.215,0.00118789288227919
9.22,0.00117905786531863
9.225,0.00117033331776968
9.23,0.00116171808226717
9.235,0.00115321117141044
9.24,0.00114481121154095
9.245,0.00113651700018705
9.25,0.00112832732060937
9.255,0.00112024112635834
9.26,0.00111225698862011
9.265,0.0011043736500139
9.27,0.00109658984030514
9.275,0.00108890445971057
9.28,0.00108131602985359
9.285,0.00107382324387614
9.29,0.00106642478333328
9.295,0.00105911950023657
9.3,0.00105190587165781
9.305,0.00104478254611923
9.31,0.00103774816168639
9.315,0.00103080152673883
9.32,0.00102394107826162
9.325,0.00101716542448241
9.33,0.00101047316417497
9.335,0.00100386306615157
9.34,0.000997333531280467
9.345,0.000990883131338345
9.35,0.000984510429541084
9.355,0.000978213980752465
9.36,0.000971992509431798
9.365,0.000965844376172957
9.37,0.000959768111972598
9.375,0.000953762240256914
9.38,0.000947825453536227
9.385,0.00094195608375548
9.39,0.000936152632717916
9.395,0.000930413595374251
9.4,0.000924737459996567
9.405,0.000919122883279601
9.41,0.000913568165295505
9.415,0.000908071775288045
9.42,0.000902632176496086
9.425,0.000897247826320883
9.43,0.0008919173498648
9.435,0.000886639019560461
9.44,0.00088141127629114
9.445,0.000876232555776982
9.45,0.000871101288747129
9.455,0.000866016072899523
9.46,0.000860975157299037
9.465,0.00085597695875792
9.47,0.000851019889820524
9.475,0.000846102358954863
9.48,0.000841222770748988
9.485,0.000836379696021016
9.49,0.000831571361865799
9.495,0.000826796162460778
9.5,0.000822052488953182
9.505,0.000817338729692685
9.51,0.000812653270470795
9.515,0.00080799466272887
9.52,0.000803361119480823
9.525,0.000798751020364601
9.53,0.000794162743518158
9.535,0.000789594665871159
9.54,0.000785045163449683
9.545,0.00078051277760245
9.55,0.000775995717109546
9.555,0.000771492357222566
9.56,0.000767001073638724
9.565,0.000762520242874683
9.57,0.000758048242656189
9.575,0.000753583452324582
9.58,0.000749124416698068
9.585,0.000744669355656747
9.59,0.000740216655976022
9.595,0.000735764707846487
9.6,0.000731311905371551
9.605,0.000726856647084087
9.61,0.000722397336485125
9.615,0.000717932543346983
9.62,0.0007134605214578
9.625,0.000708979692643337
9.63,0.00070448848606818
9.635,0.000699985345023678
9.64,0.000695468905222202
9.645,0.000690938044787272
9.65,0.000686391791688447
9.655,0.000681829450367408
9.66,0.000677250112338307
9.665,0.000672653118965812
9.67,0.000668037895191878
9.675,0.00066340394366862
9.68,0.000658750839738257
9.685,0.000654078227252772
9.69,0.000649385815249885
9.695,0.000644673375082879
9.7,0.000639940737119628
9.705,0.000635187941963353
9.71,0.00063041477857714
9.715,0.000625621242187773
9.72,0.000620807379432761
9.725,0.00061597328619745
9.73,0.000611119106022671
9.735,0.000606245028628742
9.74,0.000601351288472508
9.745,0.000596438163342369
9.75,0.00059150597299604
9.755,0.000586555077843982
9.76,0.000581586024468167
9.765,0.000576599103055572
9.77,0.000571594788544668
9.775,0.000566573591685507
9.78,0.000561536057422432
9.785,0.00055648276411088
9.79,0.000551414322608247
9.795,0.000546331374998776
9.8,0.000541234592678566
9.805,0.000536124676344636
9.81,0.000531002354593071
9.815,0.000525868381883653
9.82,0.000520723539065864
9.825,0.000515568630521701
9.83,0.000510404622592748
9.835,0.000505232226086323
9.84,0.000500052312337264
9.845,0.00049486577243575
9.85,0.00048967351665204
9.855,0.000484476472494627
9.86,0.000479275584926935
9.865,0.000474071813531575
9.87,0.000468866133376268
9.875,0.00046365953231976
9.88,0.000458453010448983
9.885,0.000453247579765431
9.89,0.00044804426176067
9.895,0.000442844087073518
9.9,0.000437648094921097
9.905,0.000432457331024945
9.91,0.000427272846720855
9.915,0.000422095698747214
9.92,0.00041692694758926
9.925,0.000411767656250325
9.93,0.000406618889298868
9.935,0.000401481712159075
9.94,0.000396357190191848
9.945,0.000391246387315576
9.95,0.000386150365054051
9.955,0.000381070181590206
9.96,0.000376006890824646
9.965,0.000370961541439055
9.97,0.000365935176026054
9.975,0.000360928830149045
9.98,0.000355943531338474
9.985,0.000350980298204087
9.99,0.000346040139560555
9.995,0.00034112405356771
