Radius,Profile
6.68194584,1.1701126824066534e-09
6.70463496,1.2137370024190412e-09
6.72732408,1.3187095172786953e-09
6.7500132,1.2247535069909137e-09
6.77270232,1.2323321013436547e-09
6.79539144,1.270043157313009e-09
6.81808056,1.370703525067919e-09
6.84076968,3.0176249584643404e-09
6.8634588,1.433773567025476e-09
6.88614792,1.0851325977735734e-09
6.90883704,9.939016762565913e-10
6.93152616,1.0360808919121957e-09
6.95421528,8.928163193207209e-10
6.9769044000000005,9.80639741699919e-10
6.99959352,1.0893306776331725e-09
7.02228264,9.58439534768011e-10
7.04497176,9.623304533831065e-10
7.06766088,9.811734839771607e-10
7.09035,1.0363101555898812e-09
7.11303912,2.316419716444884e-09
7.13572824,1.439217756797603e-09
7.15841736,7.823007147631465e-10
7.18110648,6.911302572259475e-10
7.2037956,6.603046950623978e-10
7.22648472,6.64488353587325e-10
7.24917384,6.736951462939747e-10
7.27186296,8.200179117825432e-10
7.29455208,6.688946177136614e-10
7.3172412,6.476439510202157e-10
7.33993032,6.858011146142978e-10
7.3626194400000005,7.440632091111649e-10
7.38530856,1.8866223163079412e-09
7.40799768,1.1785932613834652e-09
7.4306868,5.59522174441742e-10
7.45337592,4.864521170354701e-10
7.47606504,5.079893002254739e-10
7.49875416,4.529411931495259e-10
7.52144328,4.907587119208795e-10
7.5441324,6.328710573401705e-10
7.56682152,5.230388173121253e-10
7.58951064,5.006689660863752e-10
7.61219976,5.53259341241012e-10
7.63488888,6.163331939241188e-10
7.657578,1.4484939750042344e-09
7.68026712,1.4173515150844927e-09
7.70295624,5.192414874368126e-10
7.72564536,4.4630934246883137e-10
7.7483344800000005,4.570981137990993e-10
7.7710236,4.746721270260883e-10
7.79371272,5.073398096506815e-10
7.81640184,7.233444887220594e-10
7.83909096,5.985649611333622e-10
7.86178008,5.61632856250411e-10
7.8844692,6.253148011329225e-10
7.90715832,7.277156994065908e-10
7.92984744,1.3120030367492537e-09
7.95253656,1.5701395794314104e-09
7.97522568,6.933647251714384e-10
7.9979148,6.010577069982017e-10
8.02060392,6.354006015807002e-10
8.04329304,5.439162935295014e-10
8.06598216,6.244508667454244e-10
8.08867128,7.658066147066386e-10
8.1113604,6.854488999769603e-10
8.13404952,6.702188576738618e-10
8.15673864,6.7784146571436e-10
8.17942776,7.298999653703693e-10
8.20211688,1.2680794662056172e-09
8.224806,1.5936324657229386e-09
8.24749512,6.365075476879018e-10
8.27018424,5.462567272748435e-10
8.29287336,5.494122441542945e-10
8.31556248,6.07648093912773e-10
8.3382516,5.418725987662293e-10
8.36094072,7.186891288384729e-10
8.38362984,6.196817402590279e-10
8.40631896,5.622950867520585e-10
8.429008080000001,5.768356151082042e-10
8.4516972,6.047897407642136e-10
8.47438632,9.265883216346238e-10
8.49707544,1.6126789844745089e-09
8.51976456,5.08499061554096e-10
8.54245368,4.2411570823288366e-10
8.5651428,4.653981500370458e-10
8.58783192,3.9400975559285644e-10
8.61052104,4.29587014827703e-10
8.63321016,5.381282531812825e-10
8.65589928,4.844417875510493e-10
8.6785884,4.0790359552987354e-10
8.70127752,4.220084260927525e-10
8.72396664,4.456137731885099e-10
8.74665576,7.022622783802683e-10
8.76934488,1.4579042000012373e-09
8.792034,4.1088099594818764e-10
8.81472312,2.949011690700074e-10
8.83741224,2.819090050019018e-10
8.86010136,2.987599573024406e-10
8.88279048,2.7845787355900896e-10
8.9054796,4.62702093375443e-10
8.92816872,3.770109366352975e-10
8.95085784,3.0341266835272383e-10
8.97354696,3.169346372085379e-10
8.99623608,3.462859724283136e-10
9.0189252,5.315399468289036e-10
9.04161432,1.4021266395338334e-09
9.06430344,3.0899838181936255e-10
9.08699256,2.388934393458172e-10
9.10968168,2.582575839997429e-10
9.1323708,2.2379887856307935e-10
9.15505992,2.487099371006252e-10
9.17774904,4.0361070899294527e-10
9.200438160000001,3.906612883305371e-10
9.22312728,2.8300660228457937e-10
9.2458164,3.038378971517018e-10
9.26850552,3.4532688228062126e-10
9.29119464,5.007205967060789e-10
9.31388376,1.3237356135815267e-09
9.33657288,3.7284775544849597e-10
9.359262,2.5571721708126156e-10
9.38195112,2.550915895700082e-10
9.40464024,2.58578308458333e-10
9.42732936,2.7781448232605333e-10
9.45001848,4.166460613767175e-10
9.4727076,4.1925343115980917e-10
9.49539672,3.2620741436923556e-10
9.51808584,3.3420722193099746e-10
9.54077496,3.421433822199367e-10
9.56346408,4.7060798556327e-10
9.5861532,1.3191015341922485e-09
9.60884232,3.6999926310257004e-10
9.63153144,2.92044831250637e-10
9.65422056,2.921902499296451e-10
9.67690968,2.6436368184943255e-10
9.6995988,2.733712197977888e-10
9.72228792,3.7573785163237887e-10
9.74497704,4.534616964881963e-10
9.76766616,3.1296060508989585e-10
9.79035528,3.0818423328508787e-10
9.8130444,3.1787580718158606e-10
9.83573352,4.0249287305543157e-10
9.85842264,1.2056801015700233e-09
9.88111176,4.0208463609341907e-10
9.90380088,2.478590067647333e-10
9.92649,2.5552007154986124e-10
9.94917912,2.3716546817543484e-10
9.971868240000001,2.337991295440696e-10
9.99455736,3.1305159249535014e-10
10.01724648,4.1341511163674785e-10
10.0399356,2.5705863078949296e-10
10.06262472,2.6049813787238353e-10
10.08531384,2.5728707580227296e-10
10.10800296,3.251715450667207e-10
10.13069208,1.0802912116187985e-09
10.1533812,3.144421135550723e-10
10.176070320000001,2.1643699817773376e-10
10.19875944,1.9381415424440942e-10
10.22144856,1.8332474388474406e-10
10.24413768,1.6986089821906235e-10
10.2668268,2.4190001303300765e-10
10.28951592,3.9267809826632983e-10
10.31220504,2.069294461066833e-10
10.33489416,2.045285650775411e-10
10.35758328,2.1042731710781753e-10
10.3802724,2.54585847452535e-10
10.40296152,9.247506134588296e-10
10.42565064,3.3062241589252395e-10
10.44833976,1.565039510319821e-10
10.47102888,1.5296947092866444e-10
10.493718,1.426068668115249e-10
10.51640712,1.5463583891650455e-10
10.53909624,1.9810629844746138e-10
10.56178536,3.895174816255648e-10
10.58447448,2.045549295377815e-10
10.6071636,1.8970633457865303e-10
10.62985272,2.0182291807784904e-10
10.65254184,2.417856512744341e-10
10.67523096,8.545374786832316e-10
10.69792008,3.4427600171262244e-10
10.7206092,1.814420499270339e-10
10.74329832,2.1015521647505298e-10
10.76598744,1.6553997159357485e-10
10.78867656,1.8221953675309277e-10
10.81136568,2.03069907880972e-10
10.8340548,4.125596217886905e-10
10.85674392,2.6727924696625136e-10
10.87943304,2.3150666687783998e-10
10.90212216,2.1169331477577018e-10
10.92481128,2.2500002798000124e-10
10.947500400000001,6.491984545372421e-10
10.97018952,3.875905775220089e-10
10.99287864,1.866512953799454e-10
11.01556776,1.6660320292368108e-10
11.03825688,1.9381594168438599e-10
11.060946,3.019729652079758e-10
11.08363512,1.7802658436163938e-10
11.10632424,1.9028188859908803e-10
11.12901336,1.6990349537921432e-10
11.15170248,2.850199773381777e-10
11.1743916,2.595302342050304e-10
11.19708072,2.646075205973217e-10
11.21976984,7.467999049252145e-10
11.24245896,4.991586838268718e-10
11.26514808,2.6762326506553764e-10
11.2878372,3.4482124500624864e-10
11.31052632,2.0787856168253208e-10
11.33321544,2.2558661702670958e-10
11.35590456,2.1575812128023404e-10
11.37859368,3.5959763081229376e-10
11.4012828,2.414975808050444e-10
11.42397192,2.0714437332487741e-10
11.44666104,3.7720319895640794e-10
11.46935016,2.7105852307555163e-10
11.49203928,6.248987420177906e-10
11.5147284,6.469484144300306e-10
11.53741752,2.370282221195847e-10
11.56010664,2.038368277414395e-10
11.58279576,3.392737987631531e-10
11.60548488,2.274230146880337e-10
11.628174,4.1152599886205103e-10
11.65086312,2.057858964112644e-10
11.67355224,2.9532437904343194e-10
11.69624136,2.7815494123285976e-10
11.718930480000001,2.374838755876911e-10
11.7416196,3.0649188636997386e-10
11.76430872,6.390986518773791e-10
11.78699784,8.082468209613411e-10
11.80968696,3.648825487194923e-10
11.83237608,5.067756353032933e-10
11.8550652,2.367916970004317e-10
11.87775432,3.660891945374628e-10
11.90044344,2.0129164136242336e-10
11.92313256,2.0683339630294215e-10
11.94582168,1.6781506480724793e-10
11.9685108,1.6522044776509117e-10
11.99119992,1.933677818764322e-10
12.01388904,3.0341331000440675e-10
12.03657816,8.296543568230162e-10
12.05926728,1.1396005376939503e-09
12.0819564,4.302691481530359e-10
12.10464552,1.9782281831400472e-10
12.12733464,1.9976702559809168e-10
12.15002376,1.4943991549645722e-10
12.17271288,1.4574065984781283e-10
12.195402,1.5403237782594895e-10
12.21809112,1.8688955034741679e-10
12.24078024,2.0503056978764122e-10
12.26346936,2.545567497088468e-10
12.28615848,8.034521491011834e-10
12.3088476,1.2111841310604078e-09
12.33153672,1.0928185195723807e-09
12.35422584,3.264283775117919e-10
12.37691496,2.691419915250601e-10
12.39960408,2.4966398649625285e-10
12.4222932,2.5813995046384456e-10
12.44498232,2.4260925469117175e-10
12.46767144,2.575774065812989e-10
12.490360560000001,2.6437882397604585e-10
12.51304968,2.668850189084922e-10
12.5357388,2.901827273155487e-10
12.55842792,9.688711728764788e-10
12.58111704,6.432480712248561e-10
12.60380616,2.5683868116155584e-10
12.62649528,1.3438465124494838e-10
12.6491844,7.845360899051744e-11
12.67187352,7.434401250414234e-11
12.694562640000001,5.977761354341527e-11
12.71725176,4.5940312369337356e-11
12.73994088,4.377880659524794e-11
12.76263,4.7089631233732215e-11
12.78531912,3.551657679608156e-11
12.80800824,3.521364119540974e-11
12.83069736,4.048528436393126e-11
12.85338648,6.17528898793799e-11
12.8760756,5.5778875818438655e-11
12.89876472,5.625903630854313e-11
12.92145384,4.118434927962636e-11
12.94414296,3.226974125470228e-11
12.96683208,3.300883557939794e-11
12.9895212,2.7948764718122085e-11
13.01221032,2.5465027466992346e-11
13.03489944,2.9182127072989205e-11
13.05758856,2.5993063795005868e-11
13.08027768,2.1718610518010432e-11
13.1029668,2.0087027522073032e-11
13.12565592,2.5457935301397227e-11
13.14834504,2.085355940609273e-11
13.17103416,3.1353392855149405e-11
13.19372328,2.5670099868940024e-11
13.2164124,3.104140261435432e-11
13.23910152,2.5588997958578594e-11
13.26179064,2.0061894214734744e-11
13.28447976,1.953421042380235e-11
13.30716888,2.2332141024907556e-11
13.329858,1.7741469745457216e-11
13.35254712,2.2193765787443905e-11
13.37523624,2.0465066400229604e-11
13.39792536,1.766555302520081e-11
13.42061448,1.474793044724245e-11
13.4433036,1.554716796972825e-11
13.465992720000001,1.804907442580718e-11
13.48868184,2.077648676922407e-11
13.51137096,1.9993885679275905e-11
13.53406008,1.9996905165460346e-11
13.5567492,1.748266567716956e-11
13.57943832,2.197932118227397e-11
13.60212744,2.028079629732727e-11
13.62481656,1.3069296183586857e-11
13.64750568,1.6394576855700504e-11
13.6701948,1.7647032288111542e-11
13.69288392,1.3587693797984124e-11
13.71557304,1.3203862136160052e-11
13.73826216,1.5156643176672124e-11
13.76095128,1.734983794627099e-11
13.7836404,1.658922747296179e-11
13.80632952,1.2244664061903753e-11
13.82901864,1.6948382820444752e-11
13.85170776,1.700413472621382e-11
13.87439688,2.00435944143527e-11
13.897086,1.7413296841750065e-11
13.91977512,1.507824565149137e-11
13.94246424,1.2664821559692971e-11
13.96515336,1.3988609330390268e-11
13.98784248,1.5209144236782543e-11
14.0105316,1.1939001134328887e-11
14.03322072,1.2989595842643178e-11
14.05590984,1.4294953600385188e-11
14.07859896,1.1841650107893076e-11
14.10128808,1.2300345853430646e-11
14.1239772,1.6640214863663466e-11
14.14666632,1.4223861951831874e-11
14.16935544,1.324127783299471e-11
14.19204456,1.925912596000778e-11
14.21473368,1.355294322278901e-11
14.237422800000001,1.098687882246248e-11
14.26011192,1.3327250720899781e-11
14.28280104,1.7298090640867954e-11
14.30549016,1.2706036272558233e-11
14.32817928,1.0525818884275245e-11
14.3508684,1.1823213331379589e-11
14.37355752,1.3019626218764059e-11
14.39624664,1.73819554239516e-11
14.41893576,1.3010626319844397e-11
14.44162488,1.2495429346735723e-11
14.464314,1.0257595032147127e-11
14.48700312,1.1993166018012684e-11
14.50969224,1.5955903601170302e-11
14.53238136,1.0827503284406306e-11
14.55507048,1.454592006774462e-11
14.5777596,1.7138214407679395e-11
14.60044872,1.2078148148221264e-11
14.62313784,1.0636110590357684e-11
14.64582696,1.1469549131503529e-11
14.66851608,1.2130054997699375e-11
14.6912052,9.086326238449455e-12
14.71389432,1.0277544936130946e-11
14.73658344,1.0065371517250008e-11
14.75927256,8.585625011242935e-12
14.78196168,1.0494420879770552e-11
14.8046508,1.2922421708696854e-11
14.82733992,1.343521628129455e-11
14.85002904,1.2261841956783361e-11
14.87271816,9.85715863795217e-12
14.89540728,7.617548309341614e-12
14.9180964,9.01638201386554e-12
14.94078552,1.7424615595203776e-11
14.96347464,1.3818548843075062e-11
14.98616376,7.643631451181002e-12
15.008852880000001,1.1273401888693581e-11
15.031542,1.3982557728097126e-11
15.05423112,1.3390294804164412e-11
15.07692024,6.709038067090616e-12
15.09960936,6.477193602103792e-12
15.12229848,7.0692483025991495e-12
15.1449876,1.003625918323993e-11
15.16767672,6.811176671516454e-12
15.19036584,6.944940352944496e-12
15.213054960000001,9.540118163433103e-12
15.23574408,2.6466501660335533e-11
15.2584332,1.2232838260854722e-11
15.28112232,8.637056865762404e-12
15.30381144,7.475969790892298e-12
15.32650056,6.76367618399696e-12
15.34918968,6.1070950698794076e-12
15.3718788,5.903168140458351e-12
15.39456792,1.0428199335558894e-11
