Radius,Profile
0.00859436,0.05967019435225262
0.02578308,0.003159905306371936
0.042971800000000004,0.0013507140011213658
0.06016052,0.0006660955317620596
0.07734924,0.00044835011456888045
0.09453796,0.00028264112936138936
0.11172668000000001,0.00019217538418601953
0.1289154,0.00013241255934315238
0.14610412,0.0001109715456343576
0.16329284000000002,8.752462290582093e-05
0.18048156,7.234836321175571e-05
0.19767028,5.953232115464577e-05
0.21485900000000002,5.1025738411280655e-05
0.23204772,4.009729506597444e-05
0.24923644,3.370825520328266e-05
0.26642516,2.9411555725177322e-05
0.28361388000000004,2.5431505870127144e-05
0.30080260000000003,2.2149676970148495e-05
0.31799132,1.969950090098517e-05
0.33518004,1.860496803759371e-05
0.35236876,1.7639653981515367e-05
0.36955748000000005,1.64190404385667e-05
0.38674620000000004,1.4866815333171512e-05
0.40393492000000003,1.3474943173815784e-05
0.42112364,1.1457115091881374e-05
0.43831236,1.0218876035128412e-05
0.45550108,9.091479979366306e-06
0.47268980000000005,8.294157697001367e-06
0.48987852000000004,7.070315785418132e-06
0.50706724,6.542053091530343e-06
0.5242559600000001,5.811796418229502e-06
0.54144468,5.267030562773769e-06
0.5586334000000001,4.753675991330273e-06
0.57582212,4.258215548229401e-06
0.59301084,3.849908169948501e-06
0.6101995600000001,3.5525213811664465e-06
0.62738828,3.213722498507921e-06
0.6445770000000001,2.9696540373700447e-06
0.66176572,2.6525727114956337e-06
0.67895444,2.4070344634342647e-06
0.6961431600000001,2.237012850458746e-06
0.71333188,2.033667583073307e-06
0.7305206000000001,1.914195834197327e-06
0.74770932,1.7267849690112602e-06
0.7648980400000001,1.5668354004022154e-06
0.7820867600000001,1.4365162409676352e-06
0.79927548,1.3651701521047225e-06
0.8164642000000001,1.2774185331538392e-06
0.83365292,1.1769333979535355e-06
0.8508416400000001,1.0627878227722038e-06
0.86803036,9.75744481981083e-07
0.88521908,8.936410021354759e-07
0.9024078000000001,8.380175869667424e-07
0.91959652,7.801401245957801e-07
0.9367852400000001,7.301631945582895e-07
0.95397396,6.850364791920189e-07
0.9711626800000001,6.302216609284712e-07
0.9883514000000001,5.927751720241475e-07
1.00554012,5.656721736430399e-07
1.02272884,5.271616490761473e-07
1.0399175600000001,5.047378803093345e-07
1.0571062800000002,4.4693002763295155e-07
1.074295,4.251395808852127e-07
1.09148372,4.040341439132237e-07
1.10867244,3.793585141795863e-07
1.1258611600000001,3.57667889544314e-07
1.14304988,3.3326611822484116e-07
1.1602386,3.166945836793988e-07
1.17742732,3.0346930058502015e-07
1.19461604,2.865778353726733e-07
1.2118047600000001,2.754007199058397e-07
1.22899348,2.648911693977004e-07
1.2461822,2.559076666032998e-07
1.26337092,2.356733680071565e-07
1.28055964,2.2366832959800914e-07
1.2977483600000002,2.1422920075762048e-07
