wavelength_um,coupling_eff_mode1,coupling_eff_mode2,coupling_eff_mode3
0.98,0.329871984170985,0.147372010647348,0.14575796992959
0.987081632653061,0.333518152816619,0.146818377382346,0.14520176027546
0.994163265306122,0.337142998068857,0.146220200840679,0.144601609229185
1.00124489795918,0.340745811925156,0.1455775517778,0.143957594744205
1.00832653061224,0.34432589495826,0.144890494662724,0.143269788401828
1.01540816326531,0.347882556392403,0.144159086576504,0.142538254325708
1.02248979591837,0.351415114198152,0.143383375955439,0.141763047943112
1.02957142857143,0.354922895203833,0.142563401168247,0.140944214582373
1.03665306122449,0.358405235221458,0.141699188915072,0.140081787894615
1.04373469387755,0.361861479185233,0.140790752434637,0.139175788086277
1.05081632653061,0.365290981300769,0.139838089504016,0.138226219947153
1.05789795918367,0.368693105203207,0.13884118021334,0.137233070656552
1.06497959183673,0.372067224122586,0.137799984495272,0.136196307347711
1.0720612244898,0.375412721054847,0.136714439386246,0.135115874407818
1.07914285714286,0.378728988936971,0.135584455993152,0.133991690487717
1.08622448979592,0.382015430824846,0.134409916135374,0.132823645191661
1.09330612244898,0.385271460072548,0.133190668627767,0.131611595413203
1.10038775510204,0.388496500511804,0.131926525165149,0.130355361278382
1.1074693877551,0.391689986630518,0.130617255763154,0.129054721651728
1.11455102040816,0.39485136374929,0.129262583703695,0.127709409154069
1.12163265306122,0.39798008819499,0.127862179925641,0.126319104633647
1.12871428571429,0.401075627470486,0.126415656792501,0.124883431023285
1.13579591836735,0.404137460419744,0.124922561158604,0.12340194650628
1.14287755102041,0.407165077387556,0.123382366643286,0.121874136901823
1.14995918367347,0.41015798037327,0.121794465008494,0.120299407166875
1.15704081632653,0.413115683177907,0.120158156518513,0.118677071894979
1.16412244897959,0.416037711544186,0.118472639140621,0.117006344672839
1.17120408163265,0.418923603288977,0.116736996421442,0.115286326131847
1.17828571428571,0.421772908427799,0.114950183844438,0.113515990502795
1.18536734693878,0.424585189291034,0.113111013437706,0.111694170446279
1.19244897959184,0.427360020631562,0.111218136355535,0.10981953988622
1.1995306122449,0.430096989723589,0.109270023098653,0.107890594516267
1.20661224489796,0.432795696452482,0.107264940961585,0.105905629573364
1.21369387755102,0.43545575339547,0.105200928193198,0.103862714371918
1.22077551020408,0.438076785893101,0.103075764216652,0.101759662954051
1.22785714285714,0.440658432111403,0.100886935058906,0.0995940000181222
1.2349387755102,0.44320034309471,0.0986315928584415,0.0973629210100669
1.24202040816327,0.445702182809157,0.0963065079052392,0.0950632448532942
1.24910204081633,0.448163628176889,0.0939080110408544,0.0926913571752066
1.25618367346939,0.450584369101025,0.0914319232753418,0.0902431409307693
1.26326530612245,0.452964108481488,0.0888734679308187,0.0877138897977669
1.27034693877551,0.455302562221786,0.0862271580845457,0.0850981972162887
1.27742857142857,0.457599459226893,0.0834866477904544,0.0823898097098684
1.28451020408163,0.459854541392363,0.0806445280257303,0.0795814256965196
1.29159183673469,0.462067563584865,0.0776920345355032,0.0766644074129004
1.29867346938776,0.46423829361429,0.0746186082783059,0.0736283474666275
1.30575510204082,0.466366512197654,0.0714111950918035,0.0704603781883076
1.31283673469388,0.46845201291499,0.0680530517802876,0.0671439941692845
1.31991836734694,0.470494602157441,0.0645215338735841,0.0636568704076497
1.327,0.472494099067798,0.0607835192455132,0.0599663486311684
1.49,0.495715111745111,0,0
1.50979591836735,0.499221552708707,0,0
1.52959183673469,0.50266549370841,0,0
1.54938775510204,0.506052595542561,0,0
1.56918367346939,0.509388153199295,0,0
1.58897959183673,0.512677082858213,0,0
1.60877551020408,0.515923910620106,0,0
1.62857142857143,0.519132762973826,0,0
1.64836734693878,0.522307358995866,0,0
1.66816326530612,0.525451004265871,0,0
1.68795918367347,0.528566586470553,0,0
1.70775510204082,0.531656572659285,0,0
1.72755102040816,0.53472300810696,0,0
1.74734693877551,0.537767516733533,0,0
1.76714285714286,0.540791303024858,0,0
1.7869387755102,0.543795155395912,0,0
1.80673469387755,0.546779450935057,0,0
1.8265306122449,0.549744161466544,0,0
1.84632653061224,0.552688860867797,0,0
1.86612244897959,0.555612733578014,0,0
1.88591836734694,0.55851458423516,0,0
1.90571428571429,0.561392848379278,0,0
1.92551020408163,0.564245604161233,0,0
1.94530612244898,0.567070584997281,0,0
1.96510204081633,0.569865193111257,0,0
1.98489795918367,0.572626513907492,0,0
2.00469387755102,0.5753513311189,0,0
2.02448979591837,0.578036142675814,0,0
2.04428571428571,0.580677177242184,0,0
2.06408163265306,0.583270411366599,0,0
2.08387755102041,0.585811587196273,0,0
2.10367346938776,0.588296230702594,0,0
2.1234693877551,0.590719670367213,0,0
2.14326530612245,0.593077056277765,0,0
2.1630612244898,0.595363379582391,0,0
2.18285714285714,0.597573492252124,0,0
2.20265306122449,0.599702127100128,0,0
2.22244897959184,0.601743918006506,0,0
2.24224489795918,0.603693420297293,0,0
2.26204081632653,0.605545131226029,0,0
2.28183673469388,0.607293510506237,0,0
2.30163265306122,0.608933000843098,0,0
2.32142857142857,0.610458048412761,0,0
2.34122448979592,0.611863123237947,0,0
2.36102040816327,0.613142739408967,0,0
2.38081632653061,0.61429147509988,0,0
2.40061224489796,0.615303992330339,0,0
2.42040816326531,0.6161750564247,0,0
2.44020408163265,0.616899555121196,0,0
2.46,0.617472517285427,0,0
