# wavelength_um,emissivity
1.489999999999999991e+00,3.220645670523805126e-01
1.490999999999999881e+00,3.215755664062925900e-01
1.491999999999999771e+00,3.210864273698549320e-01
1.492999999999999661e+00,3.205971499645060563e-01
1.493999999999999551e+00,3.201077342116710467e-01
1.494999999999999440e+00,3.196181801327633298e-01
1.495999999999999330e+00,3.191284877491826766e-01
1.496999999999999220e+00,3.186386570823169784e-01
1.497999999999999110e+00,3.181486881535413591e-01
1.498999999999999000e+00,3.176585809842177310e-01
1.499999999999998890e+00,3.171683355956960160e-01
1.500999999999998780e+00,3.166779520093130351e-01
1.501999999999998670e+00,3.161874302463935082e-01
1.502999999999998559e+00,3.156967703282490545e-01
1.503999999999998449e+00,3.152059722761795246e-01
1.504999999999998339e+00,3.147150361114711137e-01
1.505999999999998229e+00,3.142239618553981373e-01
1.506999999999998119e+00,3.137327495292223656e-01
1.507999999999998009e+00,3.132413991541930232e-01
1.508999999999997899e+00,3.127499107515467891e-01
1.509999999999997788e+00,3.122582843425076859e-01
1.510999999999997678e+00,3.117665199482876348e-01
1.511999999999997568e+00,3.112746175900853451e-01
1.512999999999997458e+00,3.107825772890879801e-01
1.513999999999997348e+00,3.102903990664697131e-01
1.514999999999997238e+00,3.097980829433926164e-01
1.515999999999997128e+00,3.093056289410058834e-01
1.516999999999997017e+00,3.088130370804466063e-01
1.517999999999996907e+00,3.083203073828394425e-01
1.518999999999996797e+00,3.078274398692969482e-01
1.519999999999996687e+00,3.073344345609188011e-01
1.520999999999996577e+00,3.068412914787927992e-01
1.521999999999996467e+00,3.063480106439937511e-01
1.522999999999996357e+00,3.058545920775846971e-01
1.523999999999996247e+00,3.053610358006163539e-01
1.524999999999996136e+00,3.048673418341270036e-01
1.525999999999996026e+00,3.043735101991426051e-01
1.526999999999995916e+00,3.038795409166767936e-01
1.527999999999995806e+00,3.033854340077307699e-01
1.528999999999995696e+00,3.028911894932940774e-01
1.529999999999995586e+00,3.023968073943434920e-01
1.530999999999995476e+00,3.019022877318437992e-01
1.531999999999995365e+00,3.014076305267474609e-01
1.532999999999995255e+00,3.009128357999946157e-01
1.533999999999995145e+00,3.004179035725135227e-01
1.534999999999995035e+00,2.999228338652200065e-01
