wavelength_nm,trans_pct
410.223953261928,90.0152207001522
412.268743914314,90.0152207001522
414.313534566699,90.027397260274
416.358325219085,90.0587084148728
418.40311587147,90.2722814138339
420.447906523856,90.4887535937764
422.492697176242,90.7119905293421
424.537487828627,90.9994926433283
426.582278481013,91.358024691358
428.627069133398,91.7672924065618
430.671859785784,92.2272957889396
432.716650438169,92.7245053272451
434.761441090555,93.1709791983765
436.806231742941,93.5937764248266
438.851022395326,93.9827498731608
440.895813047712,94.4021647217994
442.940603700097,94.7911381701336
444.985394352483,95.1293759512938
447.030185004869,95.4202604430915
449.074975657254,95.67055640115
451.11976630964,95.9005580923389
453.164556962025,96.1339421613394
455.209347614411,96.3301200744123
457.254138266796,96.4992389649924
459.298928919182,96.6446812108912
461.343719571568,96.7630644342973
463.388510223953,96.867918146457
465.433300876339,96.9727718586166
467.478091528724,97.0674784373414
469.52288218111,97.1486555048199
471.567672833496,97.2230678166751
473.612463485881,97.2873329950955
475.657254138267,97.3482157957044
477.702044790652,97.3989514628784
479.746835443038,97.4429223744292
481.791626095424,97.4835109081684
483.836416747809,97.5173346862845
485.881207400195,97.5443937087773
487.92599805258,97.5613055978353
489.970788704966,97.5714527312701
492.015579357351,97.5748351090817
494.060370009737,97.5714527312701
496.105160662123,97.5613055978353
498.149951314508,97.5477760865889
500.194741966894,97.5274818197193
502.239532619279,97.5004227972264
504.284323271665,97.4733637747336
506.329113924051,97.4395399966176
508.373904576436,97.4057162185016
510.418695228822,97.368510062574
512.463485881207,97.3279215288348
514.508276533593,97.2839506172839
516.553067185979,97.2365973279215
518.597857838364,97.1858616607475
520.64264849075,97.1351259935735
522.687439143135,97.0810079485879
524.732229795521,97.0302722814138
526.777020447907,96.9761542364282
528.821811100292,96.9254185692542
530.866601752678,96.8780652798918
532.911392405063,96.8307119905294
534.956183057449,96.7901234567901
537.000973709835,96.7529173008625
539.04576436222,96.7190935227465
541.090555014606,96.6886521224421
543.135345666991,96.6615930999492
545.180136319377,96.6412988330796
547.224926971762,96.6243869440216
549.269717624148,96.6108574327752
551.314508276534,96.604092677152
553.359298928919,96.6007102993404
555.404089581305,96.604092677152
557.44888023369,96.6108574327752
559.493670886076,96.6243869440217
561.538461538462,96.6446812108912
563.583252190847,96.6683578555725
565.628042843233,96.6954168780653
567.672833495618,96.7326230339929
569.717624148004,96.7765939455437
571.762414800389,96.8205648570945
573.807205452775,96.8713005242686
575.851996105161,96.9288009470658
577.896786757546,96.986301369863
579.941577409932,97.0438017926602
581.986368062317,97.1080669710807
584.031158714703,97.1757145273127
586.075949367089,97.2433620835447
588.120740019474,97.3076272619652
590.16553067186,97.3752748181972
