5,,2.934157699,2.938517387,2.954603288,2.993318509,3.097284083,2.966684926,2.971866924,2.990987897,3.036632698,3.157061352,3.030320836,3.037124851,3.062532126,3.121971481,3.27783085,2.93603317,2.940592209,2.957246541,2.998240305,3.1136575,2.969515103,2.974838305,2.995226383,3.044892536,3.189803272,3.036413073,3.043967804,3.072964883,3.144266892,3.40561988,3.006610101,3.011046503,3.027328524,3.066174735,3.168610869,3.079392908,3.084678241,3.104097457,3.14982184,3.267207735,3.225818777,3.232694804,3.257976796,3.316514053,3.461606958,2.865996934,2.868016295,2.876213643,2.897882263,2.963627862,2.869653748,2.871475234,2.879337071,2.900552876,2.965737472,2.877009435,2.878440836,2.885641705,2.905966041,2.970047835,2.955081988,2.957380681,2.966489288,2.990054309,3.059718709,3.007320261,3.009579444,3.018855948,3.043006994,3.114250451,3.116304179,3.118515339,3.128194513,3.153633062,3.228251567,2.987987825,2.990387294,2.999825521,3.02407902,3.095178721,3.057079562,3.059490802,3.069260913,3.094441458,3.167835526,3.199368358,3.201831965,3.212320445,3.239443096,3.317593312,2.94686729,2.949140376,2.958165399,2.98155634,3.050860328,2.994692927,2.996912389,3.006060378,3.02994445,3.100635246,3.094605373,3.096747364,3.106206162,3.131188887,3.204863505,2.97936891,2.981741405,2.991091535,3.015161404,3.085880152,3.043859161,3.04622879,3.055864161,3.080764484,3.153576925,3.17678763,3.179179789,3.189440216,3.216090272,3.293257828
6,,2.935348858,2.939741317,2.955948721,2.994987368,3.100195837,2.968041765,2.973269595,2.99257431,3.038698422,3.161093365,3.032153625,3.039042455,3.06475267,3.12518699,3.285765272,2.93603317,2.940592209,2.957246541,2.998240305,3.1136575,2.969515103,2.974838305,2.995226383,3.044892536,3.189803272,3.036413073,3.043967804,3.072964883,3.144266892,3.40561988,3.006610101,3.011046503,3.027328524,3.066174735,3.168610869,3.079392908,3.084678241,3.104097457,3.14982184,3.267207735,3.225818777,3.232694804,3.257976796,3.316514053,3.461606958,2.865996934,2.868016295,2.876213643,2.897882263,2.963627862,2.869653748,2.871475234,2.879337071,2.900552876,2.965737472,2.877009435,2.878440836,2.885641705,2.905966041,2.970047835,3.092189641,3.094908237,3.105390259,3.131823938,3.207468758,3.214650683,3.217543435,3.228876636,3.257317259,3.337521598,3.462404926,3.465667948,3.478719229,3.511174869,3.600508836,3.175384155,3.178347129,3.189632294,3.217754692,3.296975094,3.336174054,3.339416119,3.351891688,3.382735923,3.468059544,3.642755002,3.646656086,3.663386895,3.703806153,3.80636838,3.082290707,3.084977995,3.095357631,3.121577438,3.196776263,3.199552234,3.202397395,3.213576142,3.241694591,3.321225577,3.437031443,3.440215802,3.45301472,3.484944656,3.573173185,3.170189956,3.173126142,3.184517631,3.212917974,3.29274821,3.324361612,3.327568538,3.340306337,3.371798307,3.458496692,3.627925586,3.631679858,3.647079563,3.684668037,3.784896254
7,,2.943147038,2.947754528,2.964759572,3.005933161,3.119307592,2.976961074,2.982490464,3.002974826,3.052256115,3.187641114,3.044189387,3.051638614,3.079415058,3.146385755,3.338543941,2.940316757,2.945091746,2.962688172,3.006219978,3.133911822,2.975019631,2.980771414,3.002546977,3.056619108,3.226557232,3.045898723,3.054280773,3.086495366,3.170775772,3.5380543,3.006610101,3.011046503,3.027328524,3.066174735,3.168610869,3.079392908,3.084678241,3.104097457,3.14982184,3.267207735,3.225818777,3.232694804,3.257976796,3.316514053,3.461606958,2.865996934,2.868016295,2.876213643,2.897882263,2.963627862,2.869653748,2.871475234,2.879337071,2.900552876,2.965737472,2.877009435,2.878440836,2.885641705,2.905966041,2.970047835,3.438833449,3.442570289,3.456398739,3.489868747,3.580411823,3.720998061,3.725346284,3.741439352,3.779895026,3.881429707,4.213863577,4.219785188,4.248167838,4.313805219,4.458256937,3.607173733,3.611304587,3.627168907,3.66508472,3.765144619,3.93946577,3.944355084,3.963537114,4.008827984,4.125043584,4.51197249,4.518710641,4.552253235,4.629456622,4.798679376,3.448537579,3.452261939,3.46685763,3.502163006,3.596659375,3.71959131,3.723943824,3.74161862,3.783793407,3.893188556,4.232423704,4.237982701,4.261618233,4.317125409,4.455352639,3.65446175,3.658632029,3.675592961,3.716145194,3.822117598,3.985465753,3.990454974,4.011970291,4.062784407,4.190874362,4.59216248,4.598723558,4.629073307,4.700005009,4.87117539
8,,2.963156596,2.968321111,2.987394765,3.03415801,3.168824946,3.00004039,3.006357648,3.029807602,3.087375076,3.257219245,3.07544218,3.084379543,3.117917618,3.202216419,3.479763261,2.955928796,2.961512573,2.98234578,3.035264032,3.208412205,2.995202844,3.002325278,3.02923905,3.099765267,3.365595441,3.081044661,3.092585849,3.137904599,3.272651248,3.944447873,3.006610101,3.011046503,3.027328524,3.066174735,3.168610869,3.079392908,3.084678241,3.104097457,3.14982184,3.267207735,3.225818777,3.232694804,3.257976796,3.316514053,3.461606958,2.865996934,2.868016295,2.876213643,2.897882263,2.963627862,2.869653748,2.871475234,2.879337071,2.900552876,2.965737472,2.877009435,2.878440836,2.885641705,2.905966041,2.970047835,4.1402513,4.145629862,4.167941104,4.219935303,4.350131805,4.631280181,4.63788295,4.666846694,4.733782351,4.896487529,5.455984047,5.465307909,5.515190324,5.629019397,5.876683766,4.417950698,4.423860367,4.450467956,4.536665626,4.680905004,4.966773788,4.974181167,5.009628894,5.090811747,5.310092305,5.900540055,5.911096724,5.969840497,6.103203534,6.426861839,4.306554957,4.312137312,4.336588176,4.393755454,4.536068637,4.827401491,4.83440695,4.868083914,4.946255906,5.133546081,5.73133527,5.741069605,5.792681042,5.912457076,6.187947433,4.646204068,4.652420069,4.681414944,4.7490302,4.912819023,5.261090959,5.26906288,5.309456651,5.402791486,5.62163711,6.329066111,6.340406454,6.402515773,6.546784921,6.872959987
9,,3.015970006,3.022635046,3.047288172,3.109170262,3.301028471,3.061395178,3.069865804,3.10144013,3.181845551,3.440420905,3.160008845,3.173143313,3.223022041,3.35419359,3.822054827,2.998158069,3.005997876,3.035587593,3.114814942,3.411483397,3.050723852,3.061519407,3.103132201,3.221457372,3.702246607,3.181937025,3.203100211,3.289608424,3.548862717,4.379004709,3.118542573,3.123245181,3.140389384,3.181017796,3.287113559,3.248679128,3.254327143,3.274903843,3.323008888,3.445285354,3.507116687,3.514329008,3.54080037,3.601414467,3.750615652,2.868078455,2.870104412,2.878323259,2.900036555,2.965874152,2.872901321,2.874733324,2.882629095,2.903915158,2.969244059,2.882765637,2.884216464,2.89147884,2.911929637,2.976269883,5.297332126,5.304923634,5.345136322,5.539644982,5.728353469,6.029170209,6.03912552,6.095105862,6.221404833,6.619840761,7.308300746,7.322761305,7.409566046,7.604786636,8.169092404,5.668502685,5.677292574,5.727861767,5.945376031,6.180013443,6.523953866,6.535707461,6.60595912,6.764087216,7.225713838,8.031476276,8.048887321,8.157120761,8.399996251,9.059823502,5.721759588,5.729982133,5.773366375,5.874066896,6.105861913,6.634440941,6.645473325,6.707136984,6.848487489,7.167258701,8.221880442,8.238306476,8.333659088,8.555489762,9.042166409,6.178283791,6.1880239,6.246865902,6.383663791,6.685601684,7.270875378,7.284443653,7.368028526,7.558366159,7.973832744,9.198706786,9.219545512,9.348421993,9.643737038,10.27489896
10,,3.16127121,3.171818711,3.210667304,3.309243587,3.62466514,3.229673047,3.243540769,3.295092116,3.428669203,3.8615674,3.387454617,3.410394074,3.497579332,3.726036121,4.337162569,3.120876809,3.135504727,3.19151801,3.33885952,3.857459851,3.215943956,3.237226859,3.317581672,3.537871383,4.118585352,3.46546086,3.506462631,3.668144319,4.132970682,4.787666498,3.383528571,3.388848299,3.407248481,3.451506352,3.564640962,3.61760263,3.623528865,3.645221423,3.69566568,3.822275353,4.016812415,4.023636075,4.049639212,4.110164719,4.259405482,2.874323908,2.876369657,2.884653013,2.906500394,2.972614239,2.882637568,2.88450108,2.892498527,2.913995163,2.979756835,2.899993047,2.901501875,2.908947968,2.92977665,2.994889907,6.84387612,6.856460883,6.939825678,7.230191021,7.610270029,8.090768779,8.10821694,8.223661104,8.482581428,9.144311916,10.32153212,10.34828637,10.52437736,10.91816003,11.88047198,7.562575225,7.577449412,7.679854048,7.989045242,8.461821841,9.090516367,9.111590458,9.254148793,9.574450662,10.33130264,11.84881736,11.88180489,12.10043886,12.58905421,13.70592954,7.623943767,7.638489495,7.746281069,7.99738729,8.521444292,9.286251095,9.307849691,9.460851744,9.806315279,10.52798388,12.29199021,12.32680246,12.56183786,13.08985341,14.17855203,8.7228376,8.739895339,8.870746961,9.174909288,9.809212366,10.79587785,10.82188827,11.00862369,11.43144701,12.30894395,14.57322351,14.61607472,14.90570577,15.55526556,16.88337952
11,,3.523679722,3.541668557,3.60711171,3.769035475,4.105194956,3.638605966,3.66215525,3.748458943,3.885827641,4.419168289,3.903670829,3.890779408,4.001519669,4.289445378,4.676008812,3.448180373,3.47508625,3.575710181,3.834171355,4.230165446,3.621610558,3.660233675,3.804283537,3.992980056,4.476576425,4.075312249,4.0266456,4.178826651,4.615865038,5.507894853,3.871655783,3.877132981,3.897187339,3.943951512,4.06211196,4.228528075,4.234536756,4.257174083,4.309985118,4.441760215,4.5533628,4.544483707,4.539073103,4.547130556,4.605261133,2.896367294,2.898482745,2.906993359,2.929313327,2.996401945,2.916908991,2.918882911,2.927236839,2.949472258,3.016754701,2.960288584,2.961998456,2.970082099,2.992223654,3.060029413,9.838455724,9.860579754,10.02327722,10.39208361,11.15840258,12.25638373,12.28893993,12.51735981,13.03203657,14.09010659,16.68522063,16.73794687,17.09130029,17.8802191,19.48654515,11.43979022,11.46620876,11.66347304,12.11118397,13.03333965,14.46384798,14.5032775,14.78158889,15.40719607,16.67969484,20.03076824,20.09444562,20.52334616,21.47633536,23.38700269,12.20266807,12.22768051,12.43155562,12.90372895,13.8871446,15.57636259,15.61634377,15.90990153,16.57769749,17.94865085,21.79712898,21.86543688,22.32795415,23.36240405,25.44866656,14.43972162,14.46958956,14.71645025,15.28797755,16.47184613,18.63911544,18.68740802,19.04323603,19.85038727,22.31912854,26.39094486,26.47292665,28.03766735,29.34353624,31.94556127
12,,4.071300783,4.091273369,4.168667734,4.36376528,4.350530905,4.236285412,4.263229666,4.367997672,4.319866043,4.5983256,4.617545016,4.460629581,4.520383921,4.689715673,5.285213368,3.916857525,3.937180427,4.019975548,4.237166527,4.504346727,4.113982591,4.144273373,4.268458598,4.411424605,4.990924419,4.633593227,4.575376291,4.710447461,5.111066203,6.843937532,4.289116597,4.281942988,4.276209412,4.279224888,4.319421299,4.566932128,4.555738872,4.544197659,4.540186493,4.573640654,5.099084598,5.08061417,5.058432312,5.041367121,5.061913911,2.990431043,2.992839937,3.002308293,3.026622702,3.097839319,3.061628315,3.064058337,3.07388766,3.099187352,3.172809663,3.209588664,3.212097453,3.222724977,3.250125329,3.32880719,16.51068281,16.55070061,16.85742646,17.55500177,18.97064038,21.45415143,21.51534647,21.95164763,22.92853448,24.88005765,30.62500235,30.72335834,31.39149143,32.86403685,35.73845156,19.74203637,19.78960971,20.15730928,20.99062766,22.66541823,25.86279291,25.93497795,26.45386708,27.61075772,29.89770219,37.15613074,37.2698444,38.05252119,42.75846255,46.46466651,21.52372452,21.56896821,21.95194991,22.83809811,24.65673431,28.33783278,28.41244483,28.96546195,30.21390491,36.15897457,40.93802849,41.06331093,46.1184258,48.28378818,52.51906119,26.82573065,26.885597,27.37208369,28.48698325,30.7518186,35.50299732,35.59828634,36.29116024,37.84467814,48.92376874,51.45616237,51.61171322,62.43216682,65.39339428,71.16499822
13,,4.411483007,4.41037196,4.433322569,4.510125191,4.780792519,4.609488256,4.61122149,4.651311888,4.77591696,5.212239754,5.046181019,5.058424361,5.152216942,5.427215062,6.419784549,4.348266235,4.355826984,4.408047936,4.557800509,5.082998921,4.599061932,4.614678611,4.706527361,4.971113247,5.961310666,5.26503409,5.311625877,5.547567505,6.248661391,9.213461858,4.70397099,4.689334888,4.670793621,4.654927518,4.667371249,5.152060159,5.130866317,5.102059851,5.0724427,5.067988994,5.982790138,5.950311785,5.903769913,5.850291213,5.816404526,3.436764525,3.436981661,3.445583287,3.483136809,3.620195094,3.703260833,3.701531464,3.702594552,3.722083,3.817572053,4.176693291,4.172666851,4.169994415,4.177589518,4.236192161,29.97465599,30.04615519,30.60693822,31.87010963,34.36554807,39.82349091,39.93047763,40.71089535,42.43779798,45.7869099,57.83803731,58.00038357,59.14578209,74.0908106,80.43101387,38.94452724,39.04357951,39.7866169,41.44326789,44.68197669,51.91223081,52.05501986,53.07460797,55.31582112,59.62841267,75.52752946,75.73799563,77.21473517,100.3377541,108.9484623,43.61541673,43.72158818,44.53584065,46.37511952,50.05291886,58.19268501,58.35345114,59.48920483,62.00879336,89.34561694,84.76358633,85.01498713,114.0923467,119.5738136,130.2104655,59.03357247,59.19389438,60.33927832,62.89322644,67.95131984,78.92640786,79.15819296,80.73419512,84.20415175,121.4925918,115.1366064,115.4886445,155.1568955,162.6236645,177.1045812
14,,5.030039107,5.023987632,5.054082402,5.167732294,5.59175488,5.387169033,5.385772607,5.445403219,5.642121955,6.353202479,6.167785899,6.184685652,6.337715889,6.795064057,8.453689535,4.937564855,4.947555978,5.032646993,5.282519078,6.167276312,5.40441275,5.428765198,5.584747921,6.038145039,7.722337803,6.622419565,6.701274329,7.108654908,8.309256217,13.24131859,5.396677143,5.370670509,5.332644791,5.28802576,5.25818561,6.099981799,6.064198152,6.010305024,5.943525189,5.88418647,7.359811098,7.307842624,7.227672183,7.124191722,7.016190828,4.73669537,4.734029291,4.737890274,4.779906478,4.702963283,5.33612449,5.329557633,5.321825065,5.333485502,5.197485487,6.344434074,6.335126573,6.324141387,6.182269799,6.136314642,67.34911953,67.53542321,68.8555994,71.75826903,77.3506673,90.19324049,90.4494036,92.22636462,96.09622772,103.4598381,131.5442546,131.9071005,134.4330866,183.4530753,199.2537158,91.39143188,91.65415207,93.47172294,97.44953796,105.0865051,122.4934036,122.8493894,125.2838997,130.5710667,140.6103524,178.7603292,179.2595751,182.708244,249.4267945,270.920944,107.8577323,108.1895307,110.3834976,115.200565,124.6295896,144.5831969,145.0398754,148.0099977,154.4894533,223.2913455,211.3178367,211.9885593,285.1946333,298.9481924,325.6026143,321.9718765,322.2240433,323.8914582,327.5524294,334.7184881,349.8832296,350.2303053,352.4875983,357.4119845,409.7014226,400.6015559,401.1113051,456.7479213,467.2006262,487.4579869
