900.000000 1.315936
900.020000 1.340099
900.040000 1.362185
900.060000 1.381851
900.080000 1.399382
900.100000 1.414676
900.119900 1.425055
900.140000 1.434369
900.160000 1.445882
900.180000 1.452452
900.200000 1.450608
900.220000 1.426483
900.240000 1.315094
900.259900 0.885171
900.280000 0.767559
900.300000 1.007443
900.320000 2.660142
900.340000 12.216966
900.360000 23.249289
900.379900 20.271725
900.400000 23.541975
900.419900 17.229500
900.440000 4.800286
900.460000 1.481316
900.480000 1.263234
900.500000 1.258971
900.520000 1.257662
900.540000 1.254180
900.559900 1.238908
900.580000 1.164088
900.600000 1.005663
900.620000 0.926874
900.640000 0.979283
900.660000 1.127730
900.680000 1.226856
900.700000 1.252179
900.720000 1.257605
900.740000 1.259544
900.760000 1.260571
900.780000 1.260491
900.800000 1.257108
900.819900 1.253276
900.840000 1.256533
900.859900 1.259619
900.880000 1.257428
900.900000 1.241823
900.920000 1.204874
900.940000 1.171998
900.960000 1.152256
900.980000 1.126401
900.999900 1.077791
901.020000 1.123150
901.040000 1.193640
901.060000 1.239638
901.080000 1.256469
901.100000 1.257913
901.119900 1.245968
901.140000 1.212011
901.160000 1.207502
901.180000 1.242007
901.200000 1.258236
901.220000 1.260784
901.240000 1.260661
901.259900 1.259139
901.280000 1.258714
901.299900 1.259675
901.320000 1.258936
901.340000 1.256530
901.360000 1.252744
901.380000 1.235784
901.400000 1.150466
901.420000 0.959098
901.439900 0.911700
901.460000 1.098611
901.480000 1.221702
901.500000 1.250260
901.520000 1.255854
901.540000 1.257119
901.559900 1.256409
901.580000 1.251475
901.600000 1.247009
901.620000 1.252905
901.640000 1.257325
901.660000 1.257925
901.680000 1.259078
901.700000 1.259545
901.720000 1.259254
901.739900 1.258708
901.760000 1.257825
901.780000 1.256403
901.800000 1.253855
901.820000 1.248806
901.840000 1.236505
901.860000 1.201285
901.879900 1.076314
901.900000 0.797330
901.920000 0.614478
901.940000 0.799561
901.960000 1.091469
901.980000 1.210743
901.999900 1.239404
902.020000 1.243559
902.040000 1.229748
902.060000 1.219945
902.080000 1.238059
902.100000 1.253451
902.120000 1.258024
902.140000 1.259085
902.160000 1.259376
902.179900 1.259534
902.200000 1.259641
902.220000 1.259379
902.240000 1.257567
902.260000 1.253926
902.280000 1.254404
902.300000 1.257848
902.319900 1.258784
902.340000 1.257622
902.360000 1.256528
902.380000 1.256731
902.400000 1.255491
902.420000 1.251157
902.439900 1.244336
902.460000 1.225076
902.479900 1.129147
902.500000 0.915326
902.520000 0.894343
902.540000 1.106761
902.560000 1.220813
902.580000 1.246658
902.600000 1.252558
902.619900 1.254524
902.640000 1.255490
902.660000 1.255573
902.680000 1.253550
902.700000 1.249121
902.720000 1.247396
902.740000 1.245360
902.759900 1.232340
902.780000 1.212543
902.800000 1.147087
902.820000 0.923885
902.840000 0.762939
902.860000 0.970364
902.879900 1.174785
902.900000 1.234031
902.919900 1.246763
902.940000 1.250168
902.960000 1.252889
902.980000 1.255710
903.000000 1.257207
903.020000 1.257886
903.040000 1.258281
903.059900 1.258389
903.080000 1.257656
903.100000 1.256076
903.120000 1.255873
903.140000 1.254023
903.160000 1.237011
903.180000 1.205659
903.200000 1.214386
903.220000 1.244990
903.240000 1.254773
903.260000 1.253167
903.280000 1.250203
903.300000 1.252676
903.319900 1.253779
903.340000 1.243414
903.359900 1.189236
903.380000 1.089303
903.400000 1.109159
903.420000 1.207260
903.440000 1.245070
903.460000 1.249772
903.480000 1.252292
903.499900 1.256428
903.520000 1.258139
903.540000 1.258539
903.560000 1.258651
903.580000 1.258759
903.600000 1.258860
903.620000 1.258724
903.640000 1.258799
903.660000 1.259011
903.680000 1.258654
903.700000 1.256056
903.720000 1.245678
903.740000 1.237106
903.759900 1.247428
903.780000 1.256510
903.799900 1.258517
903.820000 1.258811
903.840000 1.258777
903.860000 1.258842
903.880000 1.258885
903.900000 1.258866
903.920000 1.258837
903.939900 1.258808
903.960000 1.258840
903.980000 1.265842
904.000000 1.480340
904.020000 3.280260
904.040000 7.398394
904.059900 8.757628
904.080000 5.162475
904.100000 1.999082
904.120000 1.300688
904.140000 1.258359
904.160000 1.257322
904.180000 1.256263
904.200000 1.255260
904.220000 1.244692
904.239900 1.200036
904.260000 1.174368
904.280000 1.221649
904.300000 1.251861
904.320000 1.255233
904.340000 1.248036
904.360000 1.240017
904.379900 1.247091
904.400000 1.253804
904.420000 1.253513
904.440000 1.246165
904.460000 1.223364
904.480000 1.208222
904.499900 1.190780
904.520000 1.120871
904.540000 1.126368
904.560000 1.208482
904.580000 1.244561
904.600000 1.251867
904.620000 1.255032
904.640000 1.256382
904.660000 1.256831
904.679900 1.257069
904.700000 1.257248
904.720000 1.257398
904.740000 1.257537
904.760000 1.257591
904.780000 1.257574
904.800000 1.257545
904.819900 1.257516
904.840000 1.257486
904.860000 1.257457
904.880000 1.257426
904.900000 1.257363
904.920000 1.257037
904.939900 1.255111
904.960000 1.243553
904.980000 1.217223
905.000000 1.219473
905.020000 1.245485
905.040000 1.255214
905.060000 1.255296
905.080000 1.248071
905.100000 1.241290
905.119900 1.368522
905.140000 3.036580
905.160000 8.509433
905.180000 9.873591
905.200000 5.718606
905.220000 8.421778
905.240000 10.024593
905.259900 4.489289
905.280000 1.596257
905.300000 1.265672
905.320000 1.251171
905.340000 1.234057
905.360000 1.222175
905.379900 1.238771
905.400000 1.251906
905.420000 1.254421
905.440000 1.254200
905.460000 1.252766
905.480000 1.248361
905.500000 1.229685
905.520000 1.152007
905.540000 1.032012
905.559900 1.077735
905.580000 1.199626
905.600000 1.242999
905.620000 1.251223
905.640000 1.253403
905.660000 1.254322
905.680000 1.254531
905.700000 1.254439
905.720000 1.254909
905.740000 1.255602
905.760000 1.255977
905.780000 1.256079
905.800000 1.256022
905.819900 1.255899
905.840000 1.255778
905.859900 1.255816
905.880000 1.255902
905.900000 1.255716
905.920000 1.255164
905.940000 1.253961
905.960000 1.252696
905.980000 1.254068
905.999900 1.255490
906.020000 1.255636
906.040000 1.254846
906.060000 1.253008
906.080000 1.252727
906.100000 1.254352
906.120000 1.254964
906.140000 1.254801
906.160000 1.254478
906.180000 1.253991
906.200000 1.253127
906.220000 1.251210
906.240000 1.243651
906.259900 1.203807
906.280000 1.105004
906.299900 1.086517
906.319900 1.183043
906.340000 1.237648
906.360000 1.249298
906.380000 1.249787
906.400000 1.243397
906.420000 1.227832
906.439900 1.223685
906.460000 1.237870
906.480000 1.235788
906.500000 1.185856
906.520000 1.135827
906.540000 1.185303
906.560000 1.237529
906.580000 1.249092
906.600000 1.244385
906.620000 1.210653
906.640000 1.144343
906.660000 1.145546
906.680000 1.214978
906.700000 1.247376
906.720000 1.252908
906.739900 1.253600
906.759900 1.252331
906.780000 1.247301
906.800000 1.244385
906.820000 1.247743
906.840000 1.249479
906.860000 1.251334
906.879900 1.252504
906.900000 1.252618
906.920000 1.252393
906.940000 1.251953
906.960000 1.251058
906.980000 1.248098
907.000000 1.241608
907.020000 1.239478
