Radius (arcsec),Profile (intensity)
0.00859436,0.05944358512448768
0.02578308,0.002813361290168974
0.042971800000000004,0.001271398511338792
0.06016052,0.0006475908192830472
0.07734924,0.00046283545983961445
0.09453796,0.0002824311168698092
0.11172668000000001,0.00020096725144839818
0.1289154,0.0001370375258620553
0.14610412,0.00010832542632183008
0.16329284000000002,9.1994796907048e-05
0.18048156,7.472819811225218e-05
0.19767028,6.032740915524185e-05
0.21485900000000002,4.9493977878062815e-05
0.23204772,4.191525881504056e-05
0.24923644,3.393736984475771e-05
0.26642516,2.990916512562508e-05
0.28361388000000004,2.593164032982835e-05
0.30080260000000003,2.3295513237346746e-05
0.31799132,2.1634062317671104e-05
0.33518004,2.0006263989447318e-05
0.35236876,1.8229581370770106e-05
0.36955748000000005,1.7325974073974733e-05
0.38674620000000004,1.6011294999142647e-05
0.40393492000000003,1.4512930559111409e-05
0.42112364,1.2362780327584593e-05
0.43831236,1.1105392354693322e-05
0.45550108,9.954385634599064e-06
0.47268980000000005,9.013603712763444e-06
0.48987852000000004,7.759617617194612e-06
0.50706724,7.245262181978998e-06
0.5242559600000001,6.364698401857551e-06
0.54144468,5.775387069540718e-06
0.5586334000000001,5.203284994550908e-06
0.57582212,4.628269408512383e-06
0.59301084,4.179722524438233e-06
0.6101995600000001,3.858039202452864e-06
0.62738828,3.5043233117932345e-06
0.6445770000000001,3.2767864377853473e-06
0.66176572,2.940713894715708e-06
0.67895444,2.6346124057606484e-06
0.6961431600000001,2.458342072263715e-06
0.71333188,2.2149554651064594e-06
0.7305206000000001,2.0837500096891486e-06
0.74770932,1.8862324661591965e-06
0.7648980400000001,1.724649471572027e-06
0.7820867600000001,1.5719231034754288e-06
0.79927548,1.4979234067801907e-06
0.8164642000000001,1.40634303125546e-06
0.83365292,1.2940026752897711e-06
0.8508416400000001,1.1719862021167106e-06
0.86803036,1.0794963312785994e-06
0.88521908,9.865975939190022e-07
0.9024078000000001,9.292568203898753e-07
0.91959652,8.650365871189215e-07
0.9367852400000001,8.074855913429763e-07
0.95397396,7.597081360737111e-07
0.9711626800000001,7.050051429873118e-07
0.9883514000000001,6.577684335930441e-07
1.00554012,6.27909437866947e-07
1.02272884,5.845142925851533e-07
1.0399175600000001,5.59823496955275e-07
1.0571062800000002,4.963815641460484e-07
1.074295,4.730655657400551e-07
1.09148372,4.4940188981399984e-07
1.10867244,4.226755068434533e-07
1.1258611600000001,3.9976078106398074e-07
1.14304988,3.729776745481677e-07
1.1602386,3.5491684682608386e-07
1.17742732,3.3750629656856924e-07
1.19461604,3.191502297994475e-07
1.2118047600000001,3.0749322431658005e-07
1.22899348,2.9565650709775424e-07
1.2461822,2.8457220239797833e-07
1.26337092,2.624464331209409e-07
1.28055964,2.4826565730873753e-07
1.2977483600000002,2.3795458335562777e-07
1.31493708,2.2474808516357388e-07
1.3321258,2.19383550158094e-07
1.34931452,2.093600399865731e-07
1.3665032400000001,2.0310569771406696e-07
1.3836919600000002,1.9193023806487985e-07
1.40088068,1.897036029697095e-07
1.4180694,1.8320737297013887e-07
1.43525812,1.7960935035459616e-07
1.4524468400000001,1.782126127641902e-07
1.4696355600000002,1.6098810572745796e-07
1.48682428,1.5663048974666978e-07
1.504013,1.4951079251634544e-07
1.52120172,1.4342476727549165e-07
1.5383904400000001,1.4059440441364555e-07
1.5555791600000002,1.3797023814562085e-07
1.57276788,1.3220321146978714e-07
1.5899566,1.2593279741679452e-07
1.60714532,1.2299868867104688e-07
1.6243340400000001,1.1897278524635997e-07
1.6415227600000002,1.1726269046303377e-07
1.65871148,1.1745936522299224e-07
1.6759002,1.0891918955380075e-07
1.69308892,1.0208111160042701e-07
1.7102776400000002,9.964036345536691e-08
1.7274663600000002,9.674605917090086e-08
1.74465508,9.3282535498272e-08
1.7618438,8.892871244558354e-08
1.7790325200000001,8.65721261781587e-08
1.7962212400000002,8.312267068143753e-08
1.8134099600000002,8.096853143446365e-08
1.83059868,7.83006953195732e-08
1.8477874,7.56791896429023e-08
1.8649761200000001,7.82165756663548e-08
1.8821648400000002,6.62172959102714e-08
1.8993535600000002,6.473393074190381e-08
1.91654228,6.1522546387304e-08
1.933731,6.010026595795253e-08
1.9509197200000001,5.741946307889104e-08
1.9681084400000002,5.584750855704624e-08
1.9852971600000002,5.330242548379e-08
2.00248588,5.0470791924356916e-08
2.0196746,5.022605169198547e-08
2.03686332,4.876902212465719e-08
2.05405204,4.782502374257714e-08
2.0712407600000002,4.874295388767533e-08
2.0884294800000003,4.275795424205104e-08
2.1056182000000003,4.004135657291218e-08
2.12280692,3.92655525787581e-08
2.13999564,3.7080578106692876e-08
2.15718436,3.5678423431976496e-08
2.17437308,3.4572932807153994e-08
2.1915618,3.342096291767627e-08
2.20875052,3.2545233101001634e-08
2.22593924,3.115380550083594e-08
2.2431279600000003,3.042255720402779e-08
2.2603166800000003,3.001694592020269e-08
2.2775054000000003,3.4081226272023246e-08
2.29469412,2.727159362396089e-08
2.31188284,2.5981538754887544e-08
2.32907156,2.5528177838570094e-08
2.34626028,2.5114811275607864e-08
2.363449,2.4601575360096815e-08
2.38063772,2.3852505611337073e-08
