Radius (arcsec),Profile (intensity)
0.00859436,0.07220693364896212
0.02578308,0.002491074777011459
0.042971800000000004,0.0012000134650141622
0.06016052,0.0005717059164702187
0.07734924,0.00037122522020073995
0.09453796,0.0002208467587144655
0.11172668000000001,0.00013545516182464536
0.1289154,8.049702556887476e-05
0.14610412,6.716213139089398e-05
0.16329284000000002,5.007988117170952e-05
0.18048156,3.5238930217774605e-05
0.19767028,2.9608749470412426e-05
0.21485900000000002,2.4350875540767025e-05
0.23204772,1.9870667916431928e-05
0.24923644,1.703339705009932e-05
0.26642516,1.8516419476941725e-05
0.28361388000000004,2.4616056134031233e-05
0.30080260000000003,2.0701178105812654e-05
0.31799132,1.816173397474262e-05
0.33518004,1.7815656736398456e-05
0.35236876,1.64868162951689e-05
0.36955748000000005,1.6068607997823955e-05
0.38674620000000004,1.5656800338050896e-05
0.40393492000000003,1.4048054453766623e-05
0.42112364,1.2045604030436294e-05
0.43831236,1.0513772603511406e-05
0.45550108,9.258230835428002e-06
0.47268980000000005,8.445621775239234e-06
0.48987852000000004,7.38153182294328e-06
0.50706724,6.735903684748975e-06
0.5242559600000001,6.1706675556442e-06
0.54144468,5.3833148794148455e-06
0.5586334000000001,4.9560657179318336e-06
0.57582212,4.455609043560632e-06
0.59301084,4.046172092211674e-06
0.6101995600000001,3.754118896528434e-06
0.62738828,3.3937193156286565e-06
0.6445770000000001,2.937465541358461e-06
0.66176572,2.698882579264661e-06
0.67895444,2.5079580541704663e-06
0.6961431600000001,2.3619124350709323e-06
0.71333188,2.101480821168015e-06
0.7305206000000001,1.964640695277187e-06
0.74770932,1.804960761409575e-06
0.7648980400000001,1.6229823371112052e-06
0.7820867600000001,1.499731264525505e-06
0.79927548,1.408143238344335e-06
0.8164642000000001,1.3181284788512083e-06
0.83365292,1.198865648610081e-06
0.8508416400000001,1.0918614179603441e-06
0.86803036,1.0235739974216736e-06
0.88521908,9.336613452091611e-07
0.9024078000000001,8.65024882148985e-07
0.91959652,8.081533548376898e-07
0.9367852400000001,7.509271664311148e-07
0.95397396,6.858310920309626e-07
0.9711626800000001,6.503589523196097e-07
0.9883514000000001,6.203586144627038e-07
1.00554012,5.685578224022072e-07
1.02272884,5.352830453878664e-07
1.0399175600000001,5.173186306450636e-07
1.0571062800000002,4.5393698132311687e-07
1.074295,4.357555695828102e-07
1.09148372,4.073751970165047e-07
1.10867244,3.7669540366914473e-07
1.1258611600000001,3.603332208467228e-07
1.14304988,3.4143899238945946e-07
1.1602386,3.2472237066340825e-07
1.17742732,3.0589231390717877e-07
1.19461604,2.90892245934048e-07
1.2118047600000001,2.774793653464621e-07
1.22899348,2.6737996978178165e-07
1.2461822,2.5991970087780373e-07
1.26337092,2.3829728254454602e-07
1.28055964,2.2282594601459457e-07
1.2977483600000002,2.1589403343299319e-07
1.31493708,2.0464550362300307e-07
1.3321258,1.95867421555308e-07
1.34931452,1.8881751524467892e-07
1.3665032400000001,1.813033414774562e-07
1.3836919600000002,1.7500799174442046e-07
1.40088068,1.6705584144788372e-07
1.4180694,1.6503404847680116e-07
1.43525812,1.5921204156875004e-07
1.4524468400000001,1.648075186619297e-07
1.4696355600000002,1.4133680128394321e-07
1.48682428,1.3819988491188723e-07
1.504013,1.3358250374241425e-07
1.52120172,1.2978997913360222e-07
1.5383904400000001,1.2611234993198946e-07
1.5555791600000002,1.2264055989621587e-07
1.57276788,1.1754566182714418e-07
1.5899566,1.1243791757224408e-07
1.60714532,1.1120459199222602e-07
1.6243340400000001,1.1031565460953479e-07
1.6415227600000002,1.0706592806542018e-07
1.65871148,1.0721365944542109e-07
1.6759002,9.762136327072717e-08
1.69308892,9.152617135086574e-08
1.7102776400000002,8.885114309574638e-08
1.7274663600000002,8.674508357951197e-08
1.74465508,8.32552573110837e-08
1.7618438,8.027173453198907e-08
1.7790325200000001,7.665628866714491e-08
1.7962212400000002,7.444548361465255e-08
1.8134099600000002,7.276961576910261e-08
1.83059868,7.098490429658212e-08
1.8477874,6.805576695336738e-08
1.8649761200000001,7.202750900675446e-08
1.8821648400000002,5.8017720161422676e-08
1.8993535600000002,5.6356754095079244e-08
1.91654228,5.422203230008425e-08
1.933731,5.3884283186680565e-08
1.9509197200000001,5.091002594802846e-08
1.9681084400000002,4.8538116797699404e-08
1.9852971600000002,4.656686227409624e-08
2.00248588,4.45724281949663e-08
2.0196746,4.3718429516959794e-08
2.03686332,4.373372273462773e-08
2.05405204,4.148001408056039e-08
2.0712407600000002,4.312764823257278e-08
2.0884294800000003,3.613844725218613e-08
2.1056182000000003,3.3585736380263744e-08
2.12280692,3.3488608119285344e-08
2.13999564,3.1076725768142796e-08
2.15718436,2.9266510219643885e-08
2.17437308,2.825235194963628e-08
2.1915618,2.7429100580190314e-08
2.20875052,2.669206276759843e-08
2.22593924,2.5667661317017224e-08
2.2431279600000003,2.635541310762927e-08
2.2603166800000003,2.5419024504023202e-08
2.2775054000000003,3.017683365251661e-08
2.29469412,2.1148708724689192e-08
2.31188284,2.0213296545236222e-08
2.32907156,2.0589664860236986e-08
2.34626028,2.016256323748082e-08
2.363449,1.93654696563617e-08
2.38063772,1.8710593595773214e-08
2.3978264400000002,1.857189587053965e-08
2.4150151600000003,1.8317931687327314e-08
2.4322038800000003,1.803471259730882e-08
2.4493926000000004,1.9224713503538812e-08
2.46658132,1.841231543101883e-08
2.48377004,2.2202962121612082e-08
2.50095876,1.7261086685950196e-08
2.51814748,1.5812166852077564e-08
2.5353362,1.6542085045908108e-08
2.55252492,1.5885651300694147e-08
2.5697136400000002,1.551255834875334e-08
2.5869023600000003,1.5772427165644073e-08
2.6040910800000003,1.5450910572011416e-08
2.6212798000000004,1.5378253774346726e-08
2.63846852,1.5563330595991448e-08
2.65565724,1.6402643188907958e-08
2.67284596,1.595246560065412e-08
2.69003468,1.959657217703705e-08
2.7072234,1.5260279921184708e-08
2.72441212,1.4135314086006731e-08
2.7416008400000003,1.4407982431094111e-08
2.7587895600000003,1.4229882647216445e-08
2.7759782800000004,1.4009937595368618e-08
2.793167,1.3632525326047647e-08
2.81035572,1.3596112019134581e-08
2.82754444,1.3322223217383424e-08
2.84473316,1.32848450294392e-08
2.86192188,1.3985723460583065e-08
2.8791106,1.3655516459429982e-08
2.8962993200000002,1.6498099281514452e-08
2.9134880400000003,1.3771080737358462e-08
2.9306767600000003,1.1730132460803736e-08
2.9478654800000004,1.1830209585983148e-08
2.9650542,1.1465227808127435e-08
2.98224292,1.1098327179382725e-08
2.99943164,1.0949306948873999e-08
3.01662036,1.098107208628879e-08
3.03380908,1.0576395047679878e-08
3.0509978,1.0555812622430938e-08
3.0681865200000003,1.1359135517688264e-08
3.0853752400000003,1.0415213992179419e-08
3.1025639600000003,1.1959202370960034e-08
3.1197526800000004,1.0812554856484562e-08
3.1369414,8.443690015973883e-09
3.15413012,8.869462656319899e-09
3.17131884,7.958376106507079e-09
3.18850756,7.525354073814815e-09
3.20569628,7.535219349466299e-09
3.222885,7.4051654076445226e-09
3.2400737200000003,6.894081409959045e-09
3.2572624400000003,6.576490025056537e-09
3.2744511600000004,7.837741079264702e-09
3.2916398800000004,7.556882279661864e-09
3.3088286,7.826759686525334e-09
3.32601732,8.359589515068038e-09
3.34320604,5.496300157110804e-09
3.36039476,5.361415147631792e-09
3.37758348,5.1094510846903885e-09
3.3947722000000002,4.798470639463095e-09
3.4119609200000003,4.950904544363884e-09
3.4291496400000003,4.860012812012272e-09
3.4463383600000004,4.588228435643762e-09
3.4635270800000004,4.526629263840788e-09
3.4807158,6.477816873036449e-09
3.49790452,5.269544710954626e-09
3.51509324,5.570113277343558e-09
3.53228196,7.192455261699543e-09
3.54947068,3.8844861558033475e-09
3.5666594000000003,4.101952463053747e-09
3.5838481200000003,4.098742028769343e-09
3.6010368400000003,3.929994942825954e-09
3.6182255600000004,4.17174693750608e-09
3.6354142800000004,4.136213021206558e-09
3.652603,4.176858275377184e-09
3.66979172,4.145921593142402e-09
3.68698044,5.488134125965612e-09
3.70416916,5.406939039168638e-09
3.7213578800000002,5.514449065609961e-09
3.7385466000000003,7.2104244951416144e-09
3.7557353200000003,4.25978596332021e-09
3.7729240400000004,4.328234970904124e-09
3.7901127600000004,4.361864284071771e-09
3.8073014800000005,4.25701237679664e-09
3.8244902,4.5136136310238986e-09
3.84167892,4.670553174628968e-09
3.85886764,4.62762457802369e-09
3.87605636,4.600634461511952e-09
3.8932450800000002,5.669680146825369e-09
3.9104338000000003,5.606145736407647e-09
3.9276225200000003,5.931653904163798e-09
3.9448112400000004,7.667570163213212e-09
3.9619999600000004,5.19449166412569e-09
3.97918868,4.915444775615871e-09
3.9963774,5.331587238817188e-09
4.01356612,6.278277875259771e-09
4.03075484,5.274497591270284e-09
4.04794356,5.4835217189639264e-09
4.06513228,5.525384387143812e-09
4.082321,5.013654647936574e-09
4.09950972,5.759562809797431e-09
4.11669844,7.00745228433227e-09
4.1338871600000004,7.585243568102704e-09
4.1510758800000005,8.506055574949601e-09
4.1682646000000005,5.9862188522152865e-09
4.185453320000001,6.257088994161783e-09
4.202642040000001,5.090742316134373e-09
4.219830760000001,5.761115719309802e-09
4.23701948,6.605279761340936e-09
4.2542082,6.2749608856750564e-09
4.27139692,5.1641368325224e-09
4.28858564,5.397309046087256e-09
4.30577436,5.560446309136269e-09
4.32296308,3.995238618961264e-09
4.3401518,5.570426494883188e-09
4.35734052,6.293097312609605e-09
4.37452924,3.3416038313892718e-09
4.39171796,4.652317636923154e-09
4.40890668,3.0541872459778584e-09
4.4260954,3.0388426406492764e-09
4.44328412,3.6431565332406435e-09
4.46047284,5.550075102146059e-09
4.4776615600000005,5.916330577703629e-09
4.4948502800000005,4.59109029221568e-09
4.512039000000001,5.559760448371632e-09
4.529227720000001,4.407616342111718e-09
4.546416440000001,4.854549843694077e-09
4.563605160000001,7.904471069360895e-09
4.58079388,4.0695078856325e-09
4.5979826,4.176414457754147e-09
4.61517132,4.136825363376199e-09
4.63236004,4.335794983854183e-09
4.64954876,6.962136512355176e-09
4.66673748,8.321638362778162e-09
4.6839262,5.4569753550806096e-09
4.70111492,4.4549819218129166e-09
4.71830364,3.4845390895542703e-09
4.73549236,2.972192900699532e-09
4.75268108,2.7842902022472154e-09
4.7698698,4.474795626973972e-09
4.78705852,1.8753291010329386e-09
4.8042472400000005,1.6984604184084958e-09
4.8214359600000005,1.4013756596054318e-09
4.838624680000001,1.33689044103268e-09
4.855813400000001,1.3861677616884133e-09
4.873002120000001,1.7782083496995067e-09
4.890190840000001,1.1538455682422044e-09
4.907379560000001,1.0920136508949976e-09
4.92456828,1.312319217574658e-09
4.941757,1.1556514477906987e-09
4.95894572,9.735795965231185e-10
4.97613444,1.0048117520933351e-09
4.99332316,1.0077980362630202e-09
5.01051188,1.1136928280513359e-09
5.0277006,8.28857773775875e-10
5.04488932,7.872627468939295e-10
5.06207804,8.752106940285957e-10
5.07926676,7.95117335137917e-10
5.09645548,7.685253636509863e-10
5.1136442,9.728640567352411e-10
5.1308329200000005,8.816520704535664e-10
5.1480216400000005,8.154894113074341e-10
5.1652103600000006,8.362985839500807e-10
5.182399080000001,9.273806401553117e-10
5.199587800000001,7.431168354106664e-10
5.216776520000001,6.421481232180891e-10
5.233965240000001,6.420193790480859e-10
5.25115396,7.730744305546754e-10
5.26834268,7.907410610957157e-10
5.2855314,6.005375383908464e-10
5.30272012,8.346863220856749e-10
5.31990884,6.976320773821876e-10
5.33709756,9.053985455322215e-10
5.35428628,1.0225607856306385e-09
5.371475,6.985291154654482e-10
5.38866372,8.178275532610328e-10
5.40585244,6.501383321803761e-10
5.42304116,5.687087900000381e-10
5.44022988,8.719098390864698e-10
5.4574186000000005,6.176937435782799e-10
5.4746073200000005,6.06320613856004e-10
5.4917960400000005,6.960857910262445e-10
5.508984760000001,7.332788558417068e-10
5.526173480000001,5.69220502305405e-10
5.543362200000001,4.793034119599645e-10
5.560550920000001,4.900417145015879e-10
5.577739640000001,8.520535896895589e-10
5.59492836,5.270712448816742e-10
5.61211708,4.686975689700912e-10
5.6293058,4.5386542595224897e-10
5.64649452,4.1275169719972874e-10
5.66368324,5.621308351702467e-10
5.68087196,4.981659659364538e-10
5.69806068,3.9499621879568474e-10
5.7152494,3.5386910050397655e-10
5.73243812,3.721638613820913e-10
5.74962684,4.3083091824338753e-10
5.76681556,6.023582154150183e-10
5.78400428,8.238057948044372e-10
5.8011930000000005,4.2419378616331695e-10
5.8183817200000005,3.3417940321771696e-10
5.835570440000001,3.6994108223211583e-10
