Radius (arcsec),Profile (intensity)
0.01134456,0.08073641313114377
0.03403368,0.002347219861827847
0.056722800000000004,0.0009362558480427069
0.07941192,0.00039791180897684084
0.10210104,0.000269554978033637
0.12479016,0.00016287626414157632
0.14747928,9.918556708283323e-05
0.1701684,5.86964594808941e-05
0.19285752,5.07029964368761e-05
0.21554664,3.9174989787174335e-05
0.23823576,2.909509252651029e-05
0.26092488,2.4290245979908588e-05
0.283614,2.067725623867583e-05
0.30630312,1.6433191792804766e-05
0.32899224,1.5342907423299214e-05
0.35168136,1.691071636043622e-05
0.37437048,2.2839943347421238e-05
0.3970596,1.940474791859893e-05
0.41974872,1.6889580963740525e-05
0.44243784,1.667931922923804e-05
0.46512696,1.5474617392413304e-05
0.48781608,1.4925292731443164e-05
0.5105052,1.443653032213372e-05
0.53319432,1.2917838064509085e-05
0.55588344,1.098129468559675e-05
0.57857256,9.515490169275396e-06
0.60126168,8.40947662895709e-06
0.6239508,7.726423560194764e-06
0.64663992,6.707735709579687e-06
0.66932904,6.097391980448459e-06
0.69201816,5.584363508763572e-06
0.7147072800000001,4.86481045334776e-06
0.7373964,4.4680561794731204e-06
0.76008552,4.033535978410832e-06
0.78277464,3.6794434577578906e-06
0.80546376,3.402438412688393e-06
0.82815288,3.094712981306006e-06
0.850842,2.6574043778181502e-06
0.87353112,2.451510045976968e-06
0.89622024,2.273827618557704e-06
0.91890936,2.129916233654919e-06
0.94159848,1.9042164872828602e-06
0.9642876,1.7696105985677775e-06
0.98697672,1.631786345302704e-06
1.00966584,1.4641882318976598e-06
1.03235496,1.3623545494126296e-06
1.05504408,1.2713890787495784e-06
1.0777332,1.1879282419685357e-06
1.10042232,1.084159000821745e-06
1.12311144,9.83576721185897e-07
1.14580056,9.1546080918382e-07
1.16848968,8.431663184374532e-07
1.1911788,7.760525863632771e-07
1.21386792,7.25210064557537e-07
1.23655704,6.73397219762093e-07
1.25924616,6.112555221228784e-07
1.28193528,5.841336204343153e-07
1.3046244,5.544359106680556e-07
1.32731352,5.084416951882123e-07
1.35000264,4.782592905900921e-07
1.37269176,4.6448655749722407e-07
1.39538088,4.0440024791881205e-07
1.41807,3.888166339684838e-07
1.44075912,3.628135141121165e-07
1.46344824,3.3511525165174964e-07
1.48613736,3.207698444648138e-07
1.50882648,3.038627013339744e-07
1.5315156,2.878385802941433e-07
1.55420472,2.724521677766885e-07
1.57689384,2.5916553015765284e-07
1.59958296,2.4807092644481156e-07
1.6222720800000001,2.389159760618092e-07
1.6449612,2.3335007666514918e-07
1.66765032,2.1201539256839662e-07
1.69033944,1.9803616630491188e-07
1.71302856,1.9241570963996235e-07
1.73571768,1.8370914545065024e-07
1.7584068,1.7517586711661166e-07
1.78109592,1.6898623954394973e-07
1.80378504,1.6243138781295746e-07
1.82647416,1.5651739547233652e-07
1.84916328,1.5026499881640098e-07
1.8718524,1.487400399385615e-07
1.89454152,1.436893353074987e-07
1.91723064,1.5109343684553675e-07
1.93991976,1.2676596982043633e-07
1.9626088800000001,1.2462550677918265e-07
1.985298,1.2076370610593952e-07
2.00798712,1.171989720400032e-07
2.03067624,1.146151726445557e-07
2.05336536,1.1078655689432024e-07
2.07605448,1.0697521881438864e-07
2.0987436,1.0222652192542844e-07
2.12143272,1.0094981694842887e-07
2.14412184,1.0065035930745071e-07
2.16681096,9.793780979357897e-08
2.18950008,9.910075199406682e-08
2.2121892,8.97848412225718e-08
2.23487832,8.336054950457332e-08
2.25756744,8.13450743400999e-08
2.28025656,7.925277193431247e-08
2.30294568,7.626714196673731e-08
2.3256348,7.324942177372434e-08
2.34832392,7.016451371880419e-08
2.37101304,6.80260431811019e-08
2.39370216,6.639785304723747e-08
2.41639128,6.511813408636006e-08
2.4390804,6.273243332521979e-08
2.46176952,6.761947677244312e-08
2.48445864,5.2445678798387205e-08
2.50714776,5.1108439612284557e-08
2.52983688,4.909702841702104e-08
2.552526,4.8756131463779757e-08
2.57521512,4.619868258512902e-08
2.59790424,4.391977782698776e-08
2.62059336,4.223363070813693e-08
2.64328248,4.052516285902912e-08
2.6659716,3.95274973056012e-08
2.68866072,3.978866639910677e-08
2.71134984,3.7716552381786074e-08
2.73403896,4.006099055548142e-08
2.75672808,3.2487365318492354e-08
2.7794172,2.9916935353030724e-08
2.80210632,3.021884364203356e-08
2.82479544,2.782533744047429e-08
2.84748456,2.6110015181849694e-08
2.87017368,2.519188848825031e-08
2.8928628,2.4534681747412154e-08
2.91555192,2.3819754835713578e-08
2.93824104,2.2881233981531926e-08
2.96093016,2.375578127611307e-08
2.98361928,2.280013226468755e-08
3.0063084,2.838622858413751e-08
3.02899752,1.847918915633621e-08
3.0516866400000002,1.7766359847322557e-08
3.07437576,1.8332111952329235e-08
3.09706488,1.7863830304942107e-08
3.119754,1.714470408177388e-08
3.14244312,1.658467117029739e-08
3.16513224,1.6491069356374707e-08
3.18782136,1.6334079171079352e-08
3.21051048,1.612674017641223e-08
3.2331996,1.7450877707693366e-08
3.25588872,1.655161824812606e-08
3.27857784,2.0907789375380246e-08
3.30126696,1.561023568752759e-08
3.32395608,1.4085181938749342e-08
3.3466452,1.495545592711613e-08
3.36933432,1.4284082767898769e-08
3.39202344,1.3958042646243208e-08
3.41471256,1.4270816435552853e-08
3.4374016800000002,1.4021920935194177e-08
3.4600908,1.400571958789052e-08
3.48277992,1.4260765293245598e-08
3.50546904,1.52046489206034e-08
3.52815816,1.4693734448051134e-08
3.55084728,1.878834117353534e-08
3.5735364,1.4105230279780945e-08
3.59622552,1.2828815089050947e-08
3.61891464,1.3243723728824861e-08
3.64160376,1.3141989895969532e-08
3.66429288,1.2859595708021565e-08
3.686982,1.2545349154962993e-08
3.70967112,1.2610098765934755e-08
3.73236024,1.2366705133071714e-08
3.75504936,1.2294218924113633e-08
3.77773848,1.3133945758450067e-08
3.8004276,1.2779631461011311e-08
3.82311672,1.5880247122756743e-08
3.84580584,1.3095079628263719e-08
3.86849496,1.0797575375726819e-08
3.89118408,1.1008805377281306e-08
3.9138732,1.0615253295766714e-08
3.93656232,1.0248280759256725e-08
3.95925144,1.0130360041355562e-08
3.98194056,1.0232048273298602e-08
4.00462968,9.89552031304524e-09
4.0273188,9.87638303759162e-09
4.05000792,1.0695999470478626e-08
4.07269704,9.686872319781437e-09
4.09538616,1.1473877897379869e-08
