# wavelength (nm),inst_bkg (ph/s) 
1.280100000000081764e+03,1.050669887064364521e-09
1.280200000000081900e+03,1.050429512802643994e-09
1.280300000000082036e+03,1.050178443943353889e-09
1.280400000000081945e+03,1.049916625626756186e-09
1.280500000000081855e+03,1.049644002799131568e-09
1.280600000000081991e+03,1.049360520212235958e-09
1.280700000000082127e+03,1.049066122422838340e-09
1.280800000000082036e+03,1.048760753792105745e-09
1.280900000000081945e+03,1.048444358485139822e-09
1.281000000000082082e+03,1.048116880469247623e-09
1.281100000000082218e+03,1.046365169215065535e-09
1.281200000000082127e+03,1.044594185253229080e-09
1.281300000000082036e+03,1.042803840134906025e-09
1.281400000000082173e+03,1.040994045112688746e-09
1.281500000000082309e+03,1.039164711139910150e-09
1.281600000000082218e+03,1.037315748869762726e-09
1.281700000000082127e+03,1.035447068654528440e-09
1.281800000000082264e+03,1.033558580544838411e-09
1.281900000000082400e+03,1.031650194288834766e-09
1.282000000000082309e+03,1.029721819330318586e-09
1.282100000000082218e+03,1.026446516526763438e-09
1.282200000000082355e+03,1.023143475837327964e-09
1.282300000000082491e+03,1.019812576056384100e-09
1.282400000000082400e+03,1.016453695854423764e-09
1.282500000000082309e+03,1.013066714078992130e-09
1.282600000000082446e+03,1.009651507184334300e-09
1.282700000000082582e+03,1.006207952361041424e-09
1.282800000000082491e+03,1.002735926730209279e-09
1.282900000000082400e+03,9.992353064404465567e-10
1.283000000000082537e+03,9.957059668552842061e-10
1.283100000000082673e+03,9.909608348880116935e-10
1.283200000000082582e+03,9.861799832073503435e-10
1.283300000000082491e+03,9.813632601165460834e-10
1.283400000000082628e+03,9.765105117008613579e-10
1.283500000000082764e+03,9.716215853352014288e-10
1.283600000000082673e+03,9.666963295479496933e-10
1.283700000000082582e+03,9.617345906669029146e-10
1.283800000000082719e+03,9.567362145226894274e-10
1.283900000000082855e+03,9.517010464476592680e-10
1.284000000000082764e+03,9.466289312737014522e-10
1.284100000000082673e+03,9.405294925058219261e-10
1.284200000000082809e+03,9.343871758776105527e-10
1.284300000000082946e+03,9.282018027643506653e-10
1.284400000000082855e+03,9.219731939685338350e-10
1.284500000000082764e+03,9.157011697184024827e-10
1.284600000000082900e+03,9.093855496665010718e-10
1.284700000000083037e+03,9.030261528883020579e-10
1.284800000000082946e+03,8.966227978807167570e-10
1.284900000000082855e+03,8.901753025606047656e-10
1.285000000000082991e+03,8.836834842627450943e-10
1.285100000000083128e+03,8.764025266626256605e-10
1.285200000000083037e+03,8.690726645219202738e-10
1.285300000000082946e+03,8.616936970064281828e-10
1.285400000000083082e+03,8.542654226438665781e-10
1.285500000000083219e+03,8.467876393223971769e-10
1.285600000000083128e+03,8.392601442889558347e-10
1.285700000000083037e+03,8.316827341476295143e-10
1.285800000000083173e+03,8.240552046122464605e-10
1.285900000000083310e+03,8.163773508042691680e-10
1.286000000000083219e+03,8.086489678404077722e-10
1.286100000000083128e+03,8.004148550065053067e-10
1.286200000000083264e+03,7.921272300408150555e-10
1.286300000000083401e+03,7.837858762386434802e-10
1.286400000000083310e+03,7.753905761412097280e-10
1.286500000000083219e+03,7.669411111073121748e-10
1.286600000000083355e+03,7.584372618075927260e-10
1.286700000000083492e+03,7.498788082228403726e-10
1.286800000000083401e+03,7.412655296422656925e-10
1.286900000000083310e+03,7.325972046617673898e-10
1.287000000000083446e+03,7.238736120444203692e-10
1.287100000000083583e+03,6.533227009226117227e-10
1.287200000000083492e+03,5.823679078982456519e-10
1.287300000000083401e+03,5.110076596746990180e-10
1.287400000000083537e+03,4.392403781137314649e-10
1.287500000000083674e+03,3.670644802240964352e-10
1.287600000000083583e+03,2.944783781495145319e-10
1.287700000000083492e+03,2.214804791566271070e-10
1.287800000000083628e+03,1.480691856235636168e-10
1.287900000000083764e+03,7.424289507184423348e-11
1.288000000000083674e+03,1.228478998222699843e-60
1.288100000000083583e+03,1.243696509711339503e-60
1.288200000000083719e+03,1.259100110546675983e-60
1.288300000000083855e+03,1.274692046642289605e-60
1.288400000000083764e+03,1.290474590656620141e-60
1.288500000000083674e+03,1.306450042307852158e-60
1.288600000000083810e+03,1.322620728690889761e-60
1.288700000000083946e+03,1.338989004599496462e-60
1.288800000000083855e+03,1.355557252851062650e-60
1.288900000000083764e+03,1.372327884615954511e-60
1.289000000000083901e+03,1.389303339750030014e-60
1.289100000000084037e+03,1.406486087131276204e-60
1.289200000000083946e+03,1.423878625000486294e-60
1.289300000000083855e+03,1.441483481305738602e-60
1.289400000000083992e+03,1.459303214050694752e-60
1.289500000000084128e+03,1.477340411647157088e-60
1.289600000000084037e+03,1.495597693271677494e-60
1.289700000000083946e+03,1.514077709226160126e-60
1.289800000000084083e+03,1.532783141302882829e-60
1.289900000000084219e+03,1.551716703153233341e-60
1.290000000000084128e+03,6.642650796088897866e-20
1.290100000000084037e+03,7.917973309919595064e-11
1.290200000000084174e+03,1.588028381748893820e-10
1.290300000000084310e+03,2.388710199586562905e-10
1.290400000000084219e+03,3.193859882931392179e-10
1.290500000000084128e+03,4.003494582110986149e-10
1.290600000000084265e+03,4.817631499255667421e-10
1.290700000000084401e+03,5.636287881201646775e-10
1.290800000000084310e+03,6.459481040197764607e-10
1.290900000000084219e+03,7.287228335364053973e-10
1.291000000000084356e+03,8.119547177734469346e-10
1.291100000000084492e+03,8.243642269286935426e-10
1.291200000000084401e+03,8.368362439345788594e-10
1.291300000000084310e+03,8.493710002554750864e-10
1.291400000000084447e+03,8.619687274198554423e-10
1.291500000000084583e+03,8.746296576421952242e-10
1.291600000000084492e+03,8.873540238246298913e-10
1.291700000000084401e+03,9.001420595586449948e-10
1.291800000000084538e+03,9.129939991265708933e-10
1.291900000000084674e+03,9.259100775031343368e-10
1.292000000000084583e+03,9.388905303569761365e-10
1.292100000000084492e+03,9.517429053417987622e-10
1.292200000000084628e+03,9.646590964713324777e-10
1.292300000000084765e+03,9.776393377583501595e-10
1.292400000000084674e+03,9.906838639055793417e-10
1.292500000000084583e+03,1.003792911444653612e-09
1.292600000000084719e+03,1.016966715697824456e-09
1.292700000000084856e+03,1.030205513118942773e-09
1.292800000000084765e+03,1.043509541134139755e-09
1.292900000000084674e+03,1.056879037817870700e-09
1.293000000000084810e+03,1.070314243648847399e-09
1.293100000000084947e+03,1.083363956803384233e-09
1.293200000000084856e+03,1.096477369779820849e-09
1.293300000000084765e+03,1.109654714186961284e-09
1.293400000000084901e+03,1.122896222311856938e-09
1.293500000000085038e+03,1.136202127121376357e-09
1.293600000000084947e+03,1.149572662263721454e-09
1.293700000000084856e+03,1.163008062070110618e-09
1.293800000000084992e+03,1.176508561416812634e-09
1.293900000000085129e+03,1.190074394498012460e-09
1.294000000000085038e+03,1.203705799302365878e-09
1.294100000000084947e+03,1.216671158626333722e-09
1.294200000000085083e+03,1.229698508107243858e-09
1.294300000000085220e+03,1.242788070807026245e-09
1.294400000000085129e+03,1.255940070435501089e-09
1.294500000000085038e+03,1.269154731351967862e-09
1.294600000000085174e+03,1.282432277178575552e-09
1.294700000000085311e+03,1.295772933576120150e-09
1.294800000000085220e+03,1.309176930079008151e-09
1.294900000000085129e+03,1.322644491909104563e-09
1.295000000000085265e+03,1.336175846594852643e-09
1.295100000000085402e+03,1.348745907749126471e-09
1.295200000000085311e+03,1.361374529535794244e-09
1.295300000000085220e+03,1.374061919929999821e-09
1.295400000000085356e+03,1.386808287504902248e-09
1.295500000000085493e+03,1.399613841432913842e-09
1.295600000000085402e+03,1.412478791487143825e-09
1.295700000000085311e+03,1.425403348042759038e-09
1.295800000000085447e+03,1.438387722078307843e-09
1.295900000000085583e+03,1.451432125176960689e-09
1.296000000000085493e+03,1.464536769526791969e-09
1.296100000000085402e+03,1.476379381204169575e-09
1.296200000000085538e+03,1.488275327896142454e-09
1.296300000000085674e+03,1.500224795763646497e-09
1.296400000000085583e+03,1.512227968847242249e-09
1.296500000000085493e+03,1.524285036686137395e-09
1.296600000000085629e+03,1.536396185620141082e-09
1.296700000000085765e+03,1.548561604817547626e-09
1.296800000000085674e+03,1.560781483832846459e-09
1.296900000000085583e+03,1.573056012012689202e-09
1.297000000000085720e+03,1.585385379237647122e-09
1.297100000000085856e+03,1.596157811846450929e-09
1.297200000000085765e+03,1.606976548312859989e-09
1.297300000000085674e+03,1.617841746353939243e-09
1.297400000000085811e+03,1.628753564126086004e-09
1.297500000000085947e+03,1.639712161708087250e-09
1.297600000000085856e+03,1.650717697846663116e-09
1.297700000000085765e+03,1.661770330877505829e-09
1.297800000000085902e+03,1.672870220724501217e-09
1.297900000000086038e+03,1.684017527755608880e-09
1.298000000000085947e+03,1.695212412782249457e-09
1.298100000000085856e+03,1.704567263898592838e-09
1.298200000000085993e+03,1.713959606666696703e-09
1.298300000000086129e+03,1.723389563959122040e-09
1.298400000000086038e+03,1.732857258980901022e-09
1.298500000000085947e+03,1.742362815270460760e-09
1.298600000000086084e+03,1.751906356700189097e-09
1.298700000000086220e+03,1.761488007477127163e-09
1.298800000000086129e+03,1.771107892143613336e-09
1.298900000000086038e+03,1.780766133021925046e-09
1.299000000000086175e+03,1.790462857452286774e-09
1.299100000000086311e+03,1.798074599214541958e-09
1.299200000000086220e+03,1.805713414173072065e-09
1.299300000000086129e+03,1.813379384764329676e-09
1.299400000000086266e+03,1.821072593635449236e-09
1.299500000000086402e+03,1.828793123644772733e-09
1.299600000000086311e+03,1.836541057862112948e-09
1.299700000000086220e+03,1.844316479569390795e-09
1.299800000000086357e+03,1.852119472260915322e-09
1.299900000000086493e+03,1.859950118180459999e-09
1.300000000000086402e+03,1.867808502219531058e-09
1.300100000000086311e+03,1.873380310422752089e-09
1.300200000000086447e+03,1.878967376241558153e-09
1.300300000000086584e+03,1.884569734916199568e-09
1.300400000000086493e+03,1.890187426486280265e-09
1.300500000000086402e+03,1.895820485750983799e-09
1.300600000000086538e+03,1.901468951074998679e-09
1.300700000000086675e+03,1.907132861960600167e-09
1.300800000000086584e+03,1.912812256133772987e-09
1.300900000000086493e+03,1.918507171398059967e-09
1.301000000000086629e+03,1.924217645632736045e-09
1.301100000000086766e+03,1.927495638244804454e-09
1.301200000000086675e+03,1.930775930486769001e-09
1.301300000000086584e+03,1.934058511713854970e-09
1.301400000000086720e+03,1.937343373497784268e-09
1.301500000000086857e+03,1.940630500341177160e-09
1.301600000000086766e+03,1.943919878939485723e-09
1.301700000000086675e+03,1.947211497402755863e-09
1.301800000000086811e+03,1.950505349851296382e-09
1.301900000000086948e+03,1.953801424940171737e-09
1.302000000000086857e+03,1.957099706122892328e-09
1.302100000000086766e+03,1.957885515653931899e-09
1.302200000000086902e+03,1.958659843579126187e-09
1.302300000000087039e+03,1.959422627108907571e-09
1.302400000000086948e+03,1.960173803239372285e-09
1.302500000000086857e+03,1.960913308751894951e-09
1.302600000000086993e+03,1.961641080212542521e-09
1.302700000000087130e+03,1.962357053971501872e-09
1.302800000000087039e+03,1.963061166162641808e-09
1.302900000000086948e+03,1.963753352702911292e-09
1.303000000000087084e+03,1.964433552091923952e-09
1.303100000000087221e+03,1.962597494248703627e-09
1.303200000000087130e+03,1.960735745009010025e-09
1.303300000000087039e+03,1.958848189256447053e-09
1.303400000000087175e+03,1.956934711510628125e-09
1.303500000000087311e+03,1.954995195926394898e-09
1.303600000000087221e+03,1.953029526292802316e-09
1.303700000000087130e+03,1.951037586032410545e-09
1.303800000000087266e+03,1.949019258200376728e-09
1.303900000000087402e+03,1.946974425483641040e-09
1.304000000000087311e+03,1.944902970197878115e-09
1.304100000000087221e+03,1.940396619413039955e-09
1.304200000000087357e+03,1.935850390564739748e-09
1.304300000000087493e+03,1.931264116885244329e-09
1.304400000000087402e+03,1.926637631096639109e-09
1.304500000000087311e+03,1.921970765409806914e-09
1.304600000000087448e+03,1.917263351523035433e-09
1.304700000000087584e+03,1.912515220621192100e-09
1.304800000000087493e+03,1.907726201453249647e-09
1.304900000000087402e+03,1.902896124372637396e-09
1.305000000000087539e+03,1.898024822736380461e-09
1.305100000000087675e+03,1.890890404894971964e-09
1.305200000000087584e+03,1.883702437729253283e-09
1.305300000000087493e+03,1.876460705303365272e-09
1.305400000000087630e+03,1.869164991033860254e-09
1.305500000000087766e+03,1.861815077688400445e-09
1.305600000000087675e+03,1.854410747384205964e-09
1.305700000000087584e+03,1.846951781586578101e-09
1.305800000000087721e+03,1.839437961107606855e-09
1.305900000000087857e+03,1.831869066104555029e-09
1.306000000000087766e+03,1.824244876076835098e-09
1.306100000000087675e+03,1.814618601778244192e-09
1.306200000000087812e+03,1.804926117010959669e-09
1.306300000000087948e+03,1.795167163367612829e-09
1.306400000000087857e+03,1.785341479853937415e-09
1.306500000000087766e+03,1.775448804103145403e-09
1.306600000000087903e+03,1.765488872973853271e-09
1.306700000000088039e+03,1.755461422548506009e-09
1.306800000000087948e+03,1.745366188131596410e-09
1.306900000000087857e+03,1.735202904247902551e-09
1.307000000000087994e+03,1.724971304639486164e-09
1.307100000000088130e+03,1.713091201606014892e-09
1.307200000000088039e+03,1.701133770683439721e-09
1.307300000000087948e+03,1.689098712294646097e-09
1.307400000000088085e+03,1.676985725986561047e-09
1.307500000000088221e+03,1.664794510428138167e-09
1.307600000000088130e+03,1.652524763408547955e-09
1.307700000000088039e+03,1.640176181835172111e-09
1.307800000000088176e+03,1.627748461731699153e-09
1.307900000000088312e+03,1.615241298236388790e-09
1.308000000000088221e+03,1.602654385599057263e-09
1.308100000000088130e+03,1.588842212277707564e-09
1.308200000000088266e+03,1.574943549862153077e-09
1.308300000000088403e+03,1.560958067632802895e-09
1.308400000000088312e+03,1.546885433911918612e-09
1.308500000000088221e+03,1.532725316061600347e-09
1.308600000000088357e+03,1.518477380481697902e-09
1.308700000000088494e+03,1.504141292607943613e-09
1.308800000000088403e+03,1.489716716909737366e-09
1.308900000000088312e+03,1.475203316888045347e-09
1.309000000000088448e+03,1.460600754960641149e-09
1.309100000000088585e+03,1.318051099414704320e-09
1.309200000000088494e+03,1.174728902106385027e-09
1.309300000000088403e+03,1.030631345122407099e-09
1.309400000000088539e+03,8.857556026133036373e-10
1.309500000000088676e+03,7.400988407775446686e-10
1.309600000000088585e+03,5.936582178444361105e-10
1.309700000000088494e+03,4.464308840568997862e-10
1.309800000000088630e+03,2.984139816556436688e-10
1.309900000000088767e+03,1.496046448632500797e-10
1.310000000000088676e+03,1.761615668609946696e-59
1.310100000000088585e+03,1.782703916310859967e-59
1.310200000000088721e+03,1.804041323232735217e-59
1.310300000000088858e+03,1.825630794123535753e-59
1.310400000000088767e+03,1.847475267136423844e-59
1.310500000000088676e+03,1.869577714209032945e-59
1.310600000000088812e+03,1.891941141446511206e-59
1.310700000000088949e+03,1.914568589508762293e-59
1.310800000000088858e+03,1.937463134002023253e-59
1.310900000000088767e+03,1.960627885875622207e-59
1.311000000000088903e+03,1.984065991821563721e-59
1.311100000000089040e+03,2.007780634680342842e-59
1.311200000000088949e+03,2.031775033849731622e-59
1.311300000000088858e+03,2.056052445699550670e-59
1.311400000000088994e+03,2.080616163989976965e-59
1.311500000000089130e+03,2.105469520294992808e-59
1.311600000000089040e+03,2.130615884430382504e-59
1.311700000000088949e+03,2.156058664887085077e-59
1.311800000000089085e+03,2.181801309268404045e-59
1.311900000000089221e+03,2.207847304732957478e-59
1.312000000000089130e+03,2.234200178441743780e-59
1.312100000000089040e+03,2.260863498011348360e-59
1.312200000000089176e+03,2.287840871971167879e-59
1.312300000000089312e+03,2.315135950226025894e-59
1.312400000000089221e+03,2.342752424523955275e-59
1.312500000000089130e+03,2.370694028929835431e-59
1.312600000000089267e+03,2.398964540302955570e-59
1.312700000000089403e+03,2.427567778781264487e-59
1.312800000000089312e+03,2.456507608269950535e-59
1.312900000000089221e+03,2.485787936936430441e-59
1.313000000000089358e+03,1.336677891928893587e-19
1.313100000000089494e+03,1.499824369308684448e-10
1.313200000000089403e+03,3.007575120929683950e-10
1.313300000000089312e+03,4.523280648227481109e-10
1.313400000000089449e+03,6.046969421436039265e-10
1.313500000000089585e+03,7.578669989144399744e-10
1.313600000000089494e+03,9.118410978458890939e-10
1.313700000000089403e+03,1.066622109516647012e-09
1.313800000000089540e+03,1.222212912388389098e-09
1.313900000000089676e+03,1.378616391597776683e-09
1.314000000000089585e+03,1.535835436965629264e-09
1.314100000000089494e+03,1.558064354744144514e-09
1.314200000000089631e+03,1.580398741481278866e-09
1.314300000000089767e+03,1.602838955791520046e-09
1.314400000000089676e+03,1.625385365902053113e-09
1.314500000000089585e+03,1.648038335113579089e-09
1.314600000000089722e+03,1.670798226844424492e-09
1.314700000000089858e+03,1.693665406914727808e-09
1.314800000000089767e+03,1.716640242120746347e-09
1.314900000000089676e+03,1.739723100237076396e-09
1.315000000000089813e+03,1.762914350017920254e-09
1.315100000000089949e+03,1.785843846780145590e-09
1.315200000000089858e+03,1.808880524275741567e-09
1.315300000000089767e+03,1.832024744470264427e-09
1.315400000000089904e+03,1.855276873362255659e-09
1.315500000000090040e+03,1.878637279948519090e-09
1.315600000000089949e+03,1.902106331878840413e-09
1.315700000000089858e+03,1.925684397777055986e-09
1.315800000000089995e+03,1.949371852676103849e-09
1.315900000000090131e+03,1.973169062028023183e-09
1.316000000000090040e+03,1.997076397260244619e-09
1.316100000000089949e+03,2.020287253255041129e-09
1.316200000000090085e+03,2.043604744194192698e-09
1.316300000000090222e+03,2.067029228386119059e-09
1.316400000000090131e+03,2.090561069693414890e-09
1.316500000000090040e+03,2.114200623607786985e-09
1.316600000000090176e+03,2.137948255237811765e-09
1.316700000000090313e+03,2.161804330695042413e-09
1.316800000000090222e+03,2.185769214206047139e-09
1.316900000000090131e+03,2.209843270952398986e-09
1.317000000000090267e+03,2.234026867071055094e-09
1.317100000000090404e+03,2.257053392787166237e-09
1.317200000000090313e+03,2.280183560037178477e-09
1.317300000000090222e+03,2.303417721713548552e-09
1.317400000000090358e+03,2.326756229366114017e-09
1.317500000000090495e+03,2.350199427489456130e-09
1.317600000000090404e+03,2.373747660124837597e-09
1.317700000000090313e+03,2.397401276481467662e-09
1.317800000000090449e+03,2.421160626675684840e-09
1.317900000000090586e+03,2.445026061732544277e-09
1.318000000000090495e+03,2.468997933585945142e-09
1.318100000000090404e+03,2.491317763419037723e-09
1.318200000000090540e+03,2.513735555429777193e-09
1.318300000000090677e+03,2.536251631902844448e-09
1.318400000000090586e+03,2.558866315952560616e-09
1.318500000000090495e+03,2.581579931524504199e-09
1.318600000000090631e+03,2.604392803397075682e-09
1.318700000000090768e+03,2.627305257182524065e-09
1.318800000000090677e+03,2.650317619328912661e-09
1.318900000000090586e+03,2.673430217121537705e-09
1.319000000000090722e+03,2.696643378682288120e-09
1.319100000000090859e+03,2.717713797384448790e-09
1.319200000000090768e+03,2.738873751482944204e-09
1.319300000000090677e+03,2.760123530427442672e-09
1.319400000000090813e+03,2.781463428587834576e-09
1.319500000000090949e+03,2.802893737780242358e-09
1.319600000000090859e+03,2.824414744779207827e-09
1.319700000000090768e+03,2.846026741976555414e-09
1.319800000000090904e+03,2.867730022502050197e-09
1.319900000000091040e+03,2.889524871596237877e-09
1.320000000000090949e+03,2.911411591271566263e-09
1.320100000000090859e+03,2.930663266072504036e-09
1.320200000000090995e+03,2.949993249347831228e-09
1.320300000000091131e+03,2.969401791469476447e-09
1.320400000000091040e+03,2.988889143653291048e-09
1.320500000000090949e+03,3.008455547525612860e-09
1.320600000000091086e+03,3.028101251987356328e-09
1.320700000000091222e+03,3.047826506552854017e-09
1.320800000000091131e+03,3.067631553316515900e-09
1.320900000000091040e+03,3.087516648420195739e-09
1.321000000000091177e+03,3.107482051357532775e-09
1.321100000000091313e+03,3.124353774309439261e-09
1.321200000000091222e+03,3.141289864231020368e-09
1.321300000000091131e+03,3.158290523212294800e-09
1.321400000000091268e+03,3.175355938621825067e-09
1.321500000000091404e+03,3.192486306900411047e-09
1.321600000000091313e+03,3.209681824953991581e-09
1.321700000000091222e+03,3.226942690154503498e-09
1.321800000000091359e+03,3.244269100340467673e-09
1.321900000000091495e+03,3.261661253817498157e-09
1.322000000000091404e+03,3.279119349355953809e-09
1.322100000000091313e+03,3.293056705369490727e-09
1.322200000000091450e+03,3.307041852348583264e-09
1.322300000000091586e+03,3.321074914991124833e-09
1.322400000000091495e+03,3.335156028886579518e-09
1.322500000000091404e+03,3.349285329921967298e-09
1.322600000000091541e+03,3.363462948392425759e-09
1.322700000000091677e+03,3.377689020876720795e-09
1.322800000000091586e+03,3.391963689879121654e-09
1.322900000000091495e+03,3.406287092481095877e-09
1.323000000000091632e+03,3.420659366059573716e-09
1.323100000000091768e+03,3.431168068971359691e-09
1.323200000000091677e+03,3.441705730887916661e-09
1.323300000000091586e+03,3.452272420151949912e-09
1.323400000000091723e+03,3.462868205225561216e-09
1.323500000000091859e+03,3.473493150246004690e-09
1.323600000000091768e+03,3.484147321018755500e-09
1.323700000000091677e+03,3.494830793705501159e-09
1.323800000000091813e+03,3.505543637248823707e-09
1.323900000000091950e+03,3.516285920710855946e-09
1.324000000000091859e+03,3.527057722837563471e-09
1.324100000000091768e+03,3.533702715905519689e-09
1.324200000000091904e+03,3.540355990718820870e-09
1.324300000000092041e+03,3.547017543497692504e-09
1.324400000000091950e+03,3.553687370397968615e-09
1.324500000000091859e+03,3.560365477776742731e-09
1.324600000000091995e+03,3.567051855501067235e-09
1.324700000000092132e+03,3.573746495363394701e-09
1.324800000000092041e+03,3.580449393255869279e-09
1.324900000000091950e+03,3.587160545005179904e-09
1.325000000000092086e+03,3.593879946368210153e-09
1.325100000000092223e+03,3.596311458924920236e-09
1.325200000000092132e+03,3.598729198557422441e-09
1.325300000000092041e+03,3.601133085674734062e-09
1.325400000000092177e+03,3.603523040432514832e-09
1.325500000000092314e+03,3.605898982732614452e-09
1.325600000000092223e+03,3.608260832222358734e-09
1.325700000000092132e+03,3.610608508294253059e-09
1.325800000000092268e+03,3.612941923831505982e-09
1.325900000000092405e+03,3.615260998988767661e-09
1.326000000000092314e+03,3.617565657107987621e-09
1.326100000000092223e+03,3.254197816586367060e-09
1.326200000000092359e+03,2.891158548200464571e-09
1.326300000000092496e+03,2.528458795200466686e-09
1.326400000000092405e+03,2.166109566313886762e-09
1.326500000000092314e+03,1.804121935987318651e-09
1.326600000000092450e+03,1.442507044632343637e-09
1.326700000000092587e+03,1.081276098871537472e-09
1.326800000000092496e+03,7.204403717821129014e-10
1.326900000000092405e+03,3.600112031398634550e-10
1.327000000000092541e+03,1.297942988520839808e-58
1.327100000000092678e+03,1.313081523378071282e-58
1.327200000000092587e+03,1.328394297437456863e-58
1.327300000000092496e+03,1.343883289155795211e-58
1.327400000000092632e+03,1.359550499146771021e-58
1.327500000000092768e+03,1.375397950425117716e-58
1.327600000000092678e+03,1.391427688654500032e-58
1.327700000000092587e+03,1.407641782397191117e-58
1.327800000000092723e+03,1.424042323366952374e-58
1.327900000000092859e+03,1.440631426684470813e-58
1.328000000000092768e+03,1.457411231135586701e-58
1.328100000000092678e+03,1.474383899432359056e-58
1.328200000000092814e+03,1.491551618477130666e-58
1.328300000000092950e+03,1.508916599629066439e-58
1.328400000000092859e+03,1.526481078973858762e-58
1.328500000000092768e+03,1.544247317596638255e-58
1.328600000000092905e+03,1.562217601857159055e-58
1.328700000000093041e+03,1.580394243668619462e-58
1.328800000000092950e+03,1.598779580779029669e-58
1.328900000000092859e+03,1.617375977056091219e-58
1.329000000000092996e+03,1.636185822774834034e-58
1.329100000000093132e+03,1.655211534908493658e-58
1.329200000000093041e+03,1.674455557422295187e-58
1.329300000000092950e+03,1.693920361571268010e-58
1.329400000000093087e+03,1.713608446199990212e-58
1.329500000000093223e+03,1.733522338046805265e-58
1.329600000000093132e+03,1.753664592050476326e-58
1.329700000000093041e+03,1.774037791660763137e-58
1.329800000000093178e+03,1.794644549151961112e-58
1.329900000000093314e+03,1.815487505939936774e-58
1.330000000000093223e+03,1.836569332902922356e-58
1.330100000000093132e+03,1.857892730705209632e-58
1.330200000000093269e+03,1.879460430124978592e-58
1.330300000000093405e+03,1.901275192385052227e-58
1.330400000000093314e+03,1.923339809487764220e-58
1.330500000000093223e+03,1.945657104553020540e-58
1.330600000000093360e+03,1.968229932160846769e-58
1.330700000000093496e+03,1.991061178696109506e-58
1.330800000000093405e+03,2.014153762698506696e-58
1.330900000000093314e+03,2.037510635215745476e-58
1.331000000000093451e+03,2.061134780160438867e-58
1.331100000000093587e+03,2.085029214670902783e-58
1.331200000000093496e+03,2.109196989475868900e-58
1.331300000000093405e+03,2.133641189263317166e-58
1.331400000000093542e+03,2.158364933053532985e-58
1.331500000000093678e+03,2.183371374574895259e-58
1.331600000000093587e+03,2.208663702645706626e-58
1.331700000000093496e+03,2.234245141558637453e-58
1.331800000000093632e+03,2.260118951469703690e-58
1.331900000000093769e+03,2.286288428791859933e-58
1.332000000000093678e+03,2.312756906592435137e-58
1.332100000000093587e+03,2.339527754994714490e-58
1.332200000000093723e+03,2.366604381584909411e-58
1.332300000000093860e+03,2.393990231821760419e-58
1.332400000000093769e+03,2.421688789451922193e-58
1.332500000000093678e+03,2.449703576930011243e-58
1.332600000000093814e+03,2.478038155841614728e-58
1.332700000000093951e+03,2.506696127332837742e-58
1.332800000000093860e+03,2.535681132542859503e-58
1.332900000000093769e+03,2.564996853042168436e-58
1.333000000000093905e+03,2.594647011275209429e-58
1.333100000000094042e+03,2.624635371007568828e-58
1.333200000000093951e+03,2.654965737778347351e-58
1.333300000000093860e+03,2.685641959357434025e-58
1.333400000000093996e+03,2.716667926207246782e-58
1.333500000000094133e+03,2.748047571950055369e-58
1.333600000000094042e+03,2.779784873839424955e-58
1.333700000000093951e+03,2.811883853238460696e-58
1.333800000000094087e+03,2.844348576101160935e-58
1.333900000000094224e+03,2.877183153460219404e-58
1.334000000000094133e+03,2.910391741919358788e-58
1.334100000000094042e+03,2.943978544152687405e-58
1.334200000000094178e+03,2.977947809406492067e-58
1.334300000000094315e+03,3.012303834008958202e-58
1.334400000000094224e+03,3.047050961884506607e-58
1.334500000000094133e+03,3.082193585073050676e-58
1.334600000000094269e+03,3.117736144256469892e-58
1.334700000000094406e+03,3.153683129288787638e-58
1.334800000000094315e+03,3.190039079732870173e-58
1.334900000000094224e+03,3.226808585404557269e-58
1.335000000000094360e+03,3.263996286918764939e-58
1.335100000000094496e+03,3.301606876246168098e-58
1.335200000000094406e+03,3.339645097271578334e-58
1.335300000000094315e+03,3.378115746361662822e-58
1.335400000000094451e+03,3.417023672936417812e-58
1.335500000000094587e+03,3.456373780048288499e-58
1.335600000000094496e+03,3.496171024966675616e-58
1.335700000000094406e+03,3.536420419769099360e-58
1.335800000000094542e+03,3.577127031938520471e-58
1.335900000000094678e+03,3.618295984967761537e-58
1.336000000000094587e+03,3.659932458968553759e-58
1.336100000000094496e+03,3.702041691289591299e-58
1.336200000000094633e+03,3.744628977139854892e-58
1.336300000000094769e+03,3.787699670218295663e-58
1.336400000000094678e+03,3.831259183350868895e-58
1.336500000000094587e+03,3.875312989135098875e-58
1.336600000000094724e+03,3.919866620590033988e-58
1.336700000000094860e+03,3.964925671814040629e-58
1.336800000000094769e+03,4.010495798649420014e-58
1.336900000000094678e+03,4.056582719354972751e-58
1.337000000000094815e+03,4.103192215284503384e-58
1.337100000000094951e+03,4.150330131573195581e-58
1.337200000000094860e+03,4.198002377831191553e-58
1.337300000000094769e+03,4.246214928845336434e-58
1.337400000000094906e+03,4.294973825287665604e-58
1.337500000000095042e+03,4.344285174431118163e-58
1.337600000000094951e+03,4.394155150873766989e-58
1.337700000000094860e+03,4.444589997270727725e-58
1.337800000000094997e+03,4.495596025074079927e-58
1.337900000000095133e+03,4.547179615279345787e-58
1.338000000000095042e+03,4.599347219181279234e-58
1.338100000000094951e+03,4.652105359137817170e-58
1.338200000000095088e+03,4.705460629341811518e-58
